time,reported_cases,reported_cases_c,predicted_cases_c,predicted_min_c,predicted_max_c,predicted_cases,predicted_min,predicted_max,predicted_min2,predicted_max2,deaths,deaths_c,estimated_deaths_c,death_min_c,death_max_c,estimated_deaths,death_min,death_max,death_min2,death_max2,rt,rt_min,rt_max,rt_min2,rt_max2,country_region_code,country_region,iso_3166_2_code,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,AS,BC,BS,CC,CH,CL,CM,CS,DF,DG,GR,GT,HG,JC,MC,MN,MS,NL,NT,OC,PL,QR,QT,SL,SP,SR,TC,TL,TS,VZ,YN,ZS
2020-05-14,11,202,459.750298037802,246.228312255943,730.11171075735,13.1316671774975,8.13591721453207,18.4486522900903,11.1378319705917,14.8014256701328,1,22,22.132089894240398,12.6999531219951,34.4782228469991,1.0898734854679,0.740612474172815,1.54214933337583,0.953603426982231,1.1839496810414498,1.12017614576823,0.918611190592267,1.30452982975655,1.0596016735504499,1.16746039366747,MX,Mexico,MX-ZAC,-52,-21,-51,-53,-45,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-15,5,207,472.59495093461,254.48312031946602,748.142132300085,12.8446528968085,8.254808063523031,18.030421542735,11.1322534781666,14.582206720293,2,24,23.236350731756396,13.453734445696199,36.0295506363694,1.10426083751593,0.753781323701057,1.5513277893702297,0.969273950480352,1.19857892680395,1.07972309087406,0.82991468041996,1.3260967865587,0.988044892185486,1.15398045907518,MX,Mexico,MX-ZAC,-52,-18,-50,-53,-39,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-16,3,210,484.815195490254,261.520518680575,767.130283059581,12.2202445556437,7.037398361108611,18.9881507594964,10.3660509776088,13.8201157820199,0,24,24.3547398919734,14.2205600626857,37.5753979020075,1.11838916021705,0.7668256169894729,1.5458472656380902,0.9853130384570441,1.2098194906528401,1.02077829897214,0.561557840769011,1.4234622189634902,0.8846620490430028,1.1672216391948,MX,Mexico,MX-ZAC,-54,-20,-51,-53,-16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-17,6,216,496.98455452653,267.020320853718,787.6698131911451,12.1693590362763,5.49980217314301,20.539530131563698,9.58074407076052,13.999986324837199,1,25,25.487003675658602,14.9927720861505,39.1260709429282,1.13226378368514,0.7722120234647791,1.55067304092071,0.99793641637859,1.2187412392958898,1.0066662836529499,0.39258972697798794,1.71806390048724,0.7683175925944621,1.1920459118050701,MX,Mexico,MX-ZAC,-56,-23,-50,-57,-11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-18,12,228,510.51608651670404,276.184639702952,806.970629942052,13.531531990174198,9.16431884923455,19.300816750906602,11.6189382521237,14.935223599658999,0,25,26.6333615347681,15.7710609028049,40.6819239009124,1.14635785910952,0.778288816654408,1.55585295798426,1.0115403441611999,1.2307922343581799,1.09101580211428,0.9590860703693059,1.2322321432016299,1.05049986001762,1.13833462355897,MX,Mexico,MX-ZAC,-49,-23,-51,-53,-38,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-19,9,237,526.085791413565,285.342576830825,832.7997143896091,15.569704896860198,9.157937127872712,25.8290844475572,12.2611673797536,18.1456816766652,2,27,27.7936532109278,16.5552726012851,42.2419684310466,1.16029167615974,0.784211698480254,1.56004453013416,1.02658533101512,1.26008175056771,1.24572135471601,0.8174217033666942,1.7753824319845701,1.07280258160665,1.3774879003588,MX,Mexico,MX-ZAC,-51,-23,-50,-47,-42,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-20,9,246,540.962031681504,294.728808770692,854.809316937297,14.8762402679391,9.38623193986701,22.009602547688303,12.385729917221001,17.0910847577792,0,27,28.9678856163834,17.345776865703403,43.8158296054415,1.17423240545559,0.7905042644183101,1.5738611743949198,1.0486791189727098,1.27689635189081,1.1781844003976398,0.8851909335931791,1.51578688971003,1.0675732774454,1.27811413905164,MX,Mexico,MX-ZAC,-51,-24,-51,-50,-42,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-21,3,249,555.982418462565,304.097021269869,876.8435367770779,15.020386781061301,9.36821249917725,22.0342198397809,12.675509035402902,17.139684695360803,0,27,30.156110756511396,18.1428820052608,45.40920323965239,1.1882251401280102,0.79710513955733,1.59337363421092,1.06323551190208,1.29163260065306,1.1676857960571299,0.929923543873037,1.43578427061665,1.07993102544502,1.25219450091528,MX,Mexico,MX-ZAC,-50,-21,-49,-50,-42,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-22,17,266,570.105886238449,313.47864175757,897.9749273147689,14.123467775884302,9.381620487700811,21.1313905376914,11.938376556844199,15.9355333206464,1,28,31.358463502299102,18.9474951206533,47.0198400211944,1.2023527457877,0.80461311539252,1.61063678154198,1.0773503190019398,1.30930896039944,1.0726757914887801,0.9067483028741999,1.24813701063789,1.01151221773095,1.1323368015375401,MX,Mexico,MX-ZAC,-54,-22,-51,-54,-36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-23,5,271,583.818275286604,320.16390933090304,920.002532374917,13.7123890481549,6.68526757333307,22.0276050601472,11.281996228835098,15.9239267500255,1,29,32.5752251880604,19.779534358008497,48.649360858799604,1.21676168576127,0.832039237355251,1.6295208376052202,1.09240457610749,1.3331239769221699,1.0304640598152,0.4953489616145,1.5418623244601002,0.85957336889994,1.19375655140272,MX,Mexico,MX-ZAC,-54,-20,-49,-53,-12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-24,6,277,598.181671413974,326.419254552262,944.919209556838,14.3633961273702,6.255345221359219,24.9166771819213,11.236683445975,17.2037979403134,0,29,33.806465279446805,20.6223676793727,50.294121786012404,1.2312400913864099,0.8428333213641299,1.6447609272128099,1.1050142197644601,1.3522435554417398,1.06887301232792,0.44288494979091203,1.8998817627517097,0.839750978306146,1.24180397408455,MX,Mexico,MX-ZAC,-55,-21,-45,-55,-9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-25,15,292,614.526751492391,337.070459557971,970.105510743114,16.3450800784162,10.651205005709,25.186301186275703,13.7471430576897,18.380991620486103,1,30,35.0529788812254,21.4812496661347,51.9396270585749,1.24651360177857,0.8588819867620219,1.64550527256248,1.1201297016893899,1.3636069537216002,1.1799361018982901,0.9844093671406979,1.3832794313464498,1.10662203228615,1.2473680454690501,MX,Mexico,MX-ZAC,-50,-22,-48,-49,-36,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-26,5,297,631.748509083753,347.91536110988295,998.901091474174,17.2217575913625,10.844901551911398,28.7955807310606,14.0909018651405,19.7857324057952,1,31,36.314860628614895,22.3446974231525,53.585227768464605,1.2618817473894701,0.8634477570178101,1.64560070988967,1.13652923348761,1.3831961526989498,1.22989841860756,0.9475961887799961,1.5842050918601298,1.10283350249737,1.33045262708299,MX,Mexico,MX-ZAC,-51,-23,-48,-48,-39,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-27,12,309,649.051300451252,358.965767907495,1027.6699701696302,17.302791367499402,11.0504067976126,28.7688786954552,14.067524325635299,19.59652993875,1,32,37.592594294685,23.223680798617803,55.23396084986749,1.2777336660701,0.8789833754653491,1.6487330814028702,1.1507595608069,1.4025725619353997,1.2142050493653502,0.92910846914409,1.5817909752102,1.0975823082343599,1.31184957314168,MX,Mexico,MX-ZAC,-51,-23,-49,-48,-38,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-28,8,317,665.86454255795,369.22224201479105,1053.61766106407,16.8132421066975,10.2564741072955,25.9476908944384,13.758870111748399,18.986780211705,1,33,38.886421483263895,24.118154804502897,56.8995170076653,1.2938271885789099,0.894474005885027,1.6655561577978502,1.16209111990932,1.42251911023319,1.15014143889815,0.93556562794257,1.4351184625191498,1.06084625672214,1.2369557547353602,MX,Mexico,MX-ZAC,-49,-20,-50,-49,-38,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-29,6,323,682.878137017134,379.865934746109,1081.62380658246,17.0135944591844,10.6436927313178,28.0061455183919,13.9057079899378,19.5402673464115,1,34,40.1969584826014,25.017849737683395,58.5882395934919,1.31053699933753,0.899694933180487,1.68872258582656,1.1781497717201799,1.4423472225807699,1.13652945481513,0.902005501222202,1.43413534283875,1.0506424945979,1.2230684998103998,MX,Mexico,MX-ZAC,-50,-15,-46,-49,-32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-30,10,333,700.164136839545,387.22430498146304,1112.43459572368,17.2859998224108,7.358370235354671,30.810789141224397,13.265205425353198,20.476792446688897,1,35,41.5246336243968,25.9237820801366,60.3093534159188,1.32767514179539,0.9059323424532529,1.7211138224269,1.19461142281276,1.46375258665703,1.1300098706419,0.5638952417895841,1.8490058721105,0.9331600839573879,1.28559961800867,MX,Mexico,MX-ZAC,-48,-12,-44,-44,-3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-31,17,350,718.287665433186,393.817268869487,1149.2308857776,18.1235285936413,6.59296388802373,36.796290053917296,12.993350496853001,21.9648293977267,1,36,42.8702285560479,26.837676981121,62.0652807328829,1.3455949316511202,0.913894900984409,1.75592731696408,1.20877883014389,1.47148279127448,1.16630978329891,0.48409710767228,2.36658255616168,0.8738040461856701,1.3853636153882598,MX,Mexico,MX-ZAC,-50,-13,-39,-46,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-01,22,372,738.7531699185499,405.494969110336,1182.25840862218,20.465504485363397,11.6777002408484,33.0275228445792,16.1116601421753,23.7010251129488,1,37,44.2346092080588,27.761930247330103,63.83531436813129,1.3643806520108601,0.9242532662090391,1.7700336352485002,1.22120691101256,1.4965571225128302,1.27631478209107,0.9783902702215742,1.63697893709491,1.12883024642985,1.3935208406516901,MX,Mexico,MX-ZAC,-44,-14,-40,-43,-28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-02,15,387,762.071783858555,417.232316351124,1222.54476691588,23.318613940005,11.737347240788601,40.2863582936996,17.689812228073198,28.348363312445603,3,40,45.618656734061396,28.705472033084103,65.6186945880176,1.38404752600266,0.9435417857540479,1.78338021988622,1.2354952401273,1.50714836652078,1.4176367492112902,0.969273020078708,2.12202421545732,1.1380571014606298,1.6435112099105302,MX,Mexico,MX-ZAC,-44,-16,-40,-38,-32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-03,15,402,784.605240028729,428.72785655068606,1258.4253161418599,22.533456170173803,11.495540199561699,35.8805492259799,17.0288449357023,26.9148847230639,2,42,47.0231949005823,29.6796742455895,67.4147894923322,1.40453816652089,0.974202212505375,1.79609490431467,1.24411045070178,1.5332398837198302,1.32301223176405,0.981097961896386,1.7535759380640301,1.1465244110914898,1.4707551193933501,MX,Mexico,MX-ZAC,-43,-15,-41,-41,-32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-04,20,422,807.671205035158,440.44171192800906,1297.28319538854,23.065965006429302,11.7138553773227,38.8578792466829,17.4164316372927,27.155180872522397,2,44,48.449069315897,30.690517761206102,69.25664993486261,1.42587441531468,1.01084351561658,1.84186044253034,1.26340916111947,1.5575140692417602,1.29805053954034,0.9899196117773209,1.64745976291203,1.15409293753421,1.4438286267701,MX,Mexico,MX-ZAC,-43,-15,-40,-43,-33,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-05,17,439,830.2384044264329,451.349174406074,1339.54473425113,22.5671993912752,10.9074624780659,42.2615388625844,16.4286591590974,26.083183312321,2,46,49.8973909717539,31.733407949608196,71.12153850533171,1.4483216558568501,1.04289018840209,1.86488857046915,1.28093566675078,1.5836766783522902,1.21241395206809,0.9253175696382799,1.6217049170852602,1.08203294544133,1.33826736267473,MX,Mexico,MX-ZAC,-47,-15,-41,-46,-27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-06,20,459,853.836427097182,459.05417627254303,1397.9162634346399,23.5980226707487,7.705001866468611,58.3715291835137,15.257279917873001,29.0425374377202,1,47,51.369594352874095,32.795989628399,73.0293358953115,1.4722033811202198,1.06258167879081,1.9077973899798102,1.3017858582173998,1.61434681393418,1.19491151821052,0.5678101926820601,2.12196781670621,0.943244689322604,1.38367899076201,MX,Mexico,MX-ZAC,-44,-9,-38,-42,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-07,28,487,877.476119178103,465.44548372287994,1460.98086832317,23.6396920809211,6.391307450336731,63.064604888532,13.946444425727199,29.2523873645966,3,50,52.8673696176237,33.8784738968046,74.9809855438954,1.4977752647496598,1.08248426840559,1.9516496485838701,1.32634622197938,1.6454630179733203,1.1577875408098999,0.41642152130199606,2.37733897973733,0.8573732001746608,1.36714350153843,MX,Mexico,MX-ZAC,-47,-17,-38,-48,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-08,17,504,902.4339340231239,476.865041522975,1509.1483526934699,24.9578148450205,11.419557800095598,48.167484370297004,17.470058596979,29.872322341181302,5,55,54.39275617799971,34.9882952413055,77.01911017806509,1.52538656037592,1.10982134450096,2.03812463416967,1.3481079274449799,1.67507144929107,1.1865590599413898,0.940863446629024,1.51464996800523,1.08308896084119,1.2761078912507,MX,Mexico,MX-ZAC,-44,-19,-44,-46,-26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-09,26,530,932.144114205817,487.834511409599,1568.6668806455898,29.7101801826938,10.969469886623699,59.5185279521154,19.644526214543397,37.745001363269,1,56,55.94793842485029,36.1391872615354,79.11474313306971,1.5551822468506398,1.15089202022987,2.0956329550046497,1.37057852851064,1.70151127118772,1.3695468655940801,0.952721451072616,2.0420120287975,1.12968076954403,1.5406083276585,MX,Mexico,MX-ZAC,-44,-17,-43,-39,-31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-10,29,559,960.813159241991,498.907480831454,1633.44196427426,28.6690450361736,11.0729694218544,64.77508362867759,19.1720538131789,34.8644336010115,2,58,57.5352043362498,37.328993336506,81.27407375592529,1.58726591139954,1.18980607497062,2.15933062285559,1.39739085271622,1.73751658990654,1.27066999904625,0.9883216936324158,1.6229559065427102,1.13342177546792,1.3863887541636801,MX,Mexico,MX-ZAC,-41,-15,-41,-43,-31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-11,15,574,991.347149335209,510.023761526792,1700.4086588300597,30.533990093217696,11.1162806953381,66.9666945557955,19.521964906135498,37.15475644590921,2,60,59.15700839521811,38.53607568754121,83.505798513804,1.62180405896827,1.2070823510352,2.23172475787873,1.42894413874025,1.77039236731682,1.30042006323027,0.9913435905881791,1.6558748132045,1.15283423156571,1.4528485385470602,MX,Mexico,MX-ZAC,-42,-15,-40,-42,-31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-12,14,588,1021.50668899914,521.154280405098,1775.8873076039301,30.159539663934304,11.1305188783064,75.4786487738692,18.6418114733135,36.371257276999,1,61,60.8159929719512,39.7541011870477,85.8239965615371,1.6589845767331002,1.21802549950655,2.3181980477330497,1.4582262692583798,1.8147323073069501,1.2223027389443701,0.912244788904921,1.65662550603466,1.08762363486797,1.3480167185696998,MX,Mexico,MX-ZAC,-45,-14,-41,-44,-25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-13,23,611,1055.16511583362,527.7468142603569,1891.3551631013001,33.6584268344759,6.59253385525903,115.467855497374,16.8078198610625,41.8295743383515,0,61,62.515015075464405,40.989262749751205,88.2441733218754,1.6990221035132098,1.23516156270347,2.42017676033828,1.4787959878326002,1.8686617673569301,1.24068065287044,0.514290828849022,2.3000724688195495,0.9325661148069571,1.4621953700501102,MX,Mexico,MX-ZAC,-42,-6,-34,-40,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-14,29,640,1088.82283608187,533.046568826195,2012.53510710752,33.6577202482507,5.29975456583814,121.179944006221,15.546972486687501,39.82831985456829,4,65,64.2570109168834,42.260297167621395,90.7749443267579,1.74199584141897,1.2710344178701698,2.53077100488258,1.5070625250486698,1.9187001088660702,1.1838319441479,0.352838774786081,2.6090216366644503,0.810694565924567,1.41095144291576,MX,Mexico,MX-ZAC,-45,-13,-34,-47,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-15,32,672,1127.00898147261,543.8209038844969,2122.43539830889,38.186145390738794,10.774335058302,109.900291201364,20.779379340076698,46.961084385137994,3,68,66.0455190713155,43.5379556447087,93.3851234482938,1.7885081544321102,1.27765847708729,2.6101791215358703,1.54535572239977,1.96506495568206,1.3226427965363898,0.9070126290638991,1.98180444833516,1.09270741050852,1.5149158747054698,MX,Mexico,MX-ZAC,-38,-9,-35,-40,-25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-16,14,686,1173.43758077041,553.934402631827,2256.20224214805,46.428599297803494,10.113498747329599,133.76684383916,23.712861119955804,59.7315834945844,1,69,67.8837726469598,44.8360696914201,96.0964890387488,1.8382535756443101,1.29811404671142,2.71136559045496,1.57597015147088,2.04207656445222,1.5525878965417002,0.943986757068124,2.53000569211371,1.1438606654269998,1.8535611972635901,MX,Mexico,MX-ZAC,-37,-8,-34,-31,-29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-17,5,691,1219.3100810850801,564.491806556866,2389.88803322245,45.8725003146633,10.557403925039301,133.68579107440598,22.9467622523947,56.0813415708362,3,72,69.7753278427791,46.132702571155704,98.9439346813912,1.89155519581927,1.2966328797356599,2.84744564264237,1.6111984947957598,2.1025584167843,1.44228676004257,0.9581604487603169,2.03703291668204,1.15197713964928,1.65795561618918,MX,Mexico,MX-ZAC,-37,-9,-34,-36,-30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-18,3,694,1265.2013311295698,575.463174689191,2537.3545241451197,45.89125004449039,10.971368132324299,147.466490922671,23.0063865653818,57.379517177673996,6,78,71.7237711300493,47.4362110003719,101.857175615702,1.94844328727023,1.30350842921618,2.9132409343110197,1.62035146320013,2.15746516677214,1.3471766586414702,0.9423869170182221,1.9358498716457702,1.12939346049832,1.52923120527467,MX,Mexico,MX-ZAC,-39,-11,-35,-41,-31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-19,4,698,1315.98481479843,585.90282777534,2699.16608344163,50.783483668866396,10.4396530861497,161.811559296508,23.977042564804,62.372842423597604,0,78,73.7331133883012,48.7600925293713,104.872383763367,2.00934225825186,1.32388152899942,3.0152081476648998,1.6608938257511399,2.2297896905612595,1.37917498233968,0.941085846837019,1.94112582459977,1.14475955490323,1.56741065993247,MX,Mexico,MX-ZAC,-42,-11,-35,-39,-24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-20,2,700,1370.4115035120599,596.274893427387,2876.09216103148,54.426688713632096,10.3720656520467,176.926077589849,24.589305581086002,66.5016981505267,2,80,75.8080494032871,50.1031821074729,108.17949477072901,2.0749360149859597,1.34308957810154,3.30711100736161,1.72076013616799,2.3041813271705296,1.3791271632586102,0.941079903711741,1.9410184782166002,1.1447323544428,1.5673653155469298,MX,Mexico,MX-ZAC,-36,-2,-31,-33,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-21,0,700,1428.7253800958,606.573683178993,3070.12541597799,58.313876583740104,10.298789751606302,194.033254946512,25.206278521985897,71.26915055435491,0,80,77.9540662565378,51.4450636613635,111.665455901653,2.1460168532507,1.3418815538905902,3.4859611309245895,1.7611319404985901,2.3917123595030896,1.37907563500654,0.941073999537006,1.9408996832364398,1.14470464117009,1.5673168071309298,MX,Mexico,MX-ZAC,-43,-11,-33,-41,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-22,0,700,1491.24009387009,616.793093763329,3286.0211137950605,62.514713774287,10.2194105843357,215.89569781706402,26.0251981693121,76.17902646484421,0,80,80.1771828899678,52.7855432311075,115.44421425999201,2.2231166334299304,1.3404795697440801,3.7787583583386404,1.78164835281477,2.5117399601035295,1.37902012781333,0.9410681374956571,1.9407682007522198,1.1446763904997,1.56726486195245,MX,Mexico,MX-ZAC,-41,-16,-36,-41,-27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-23,0,700,1558.3143627349803,626.9325454175789,3526.2394281364295,67.0742688648853,10.1394516542496,240.21831434137297,27.0859752862991,81.0555834873402,1,81,82.48423090199141,54.1243694462138,119.512767284827,2.3070480120236696,1.33882621510627,4.06855302483477,1.82470331775554,2.6359359480539,1.37896030063089,0.941062321003373,1.9406223694416398,1.14464758323579,1.56720920890632,MX,Mexico,MX-ZAC,-40,-14,-33,-33,-30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-04-16,4,89,612.184003437892,397.283726910323,954.038665024608,38.142698792951,27.777930517044897,57.940991140457605,32.712713306388395,41.388184538622106,1,5,9.66291442701469,6.20017743124005,13.9402509430516,1.35343880480399,0.889634342813515,1.89918338296283,1.18409532411922,1.50463185235323,1.3777119635668502,1.08748127879432,1.7849837628695,1.2551875698802,1.4797624105025,MX,Mexico,MX-OAX,-50,-24,-49,-50,-46,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-17,7,96,648.921146675866,419.691378880683,1009.68484621554,36.7371432379746,22.407651970360998,55.646181190928004,30.309766363580298,41.563907448410795,1,6,11.1323918386676,7.178469414923249,15.992906776899,1.4694774116529,0.9782919836832009,2.05265583384741,1.2859290003902601,1.6328423103478797,1.27853187899196,0.8593382402753109,1.7839201057128102,1.1021464193806598,1.4235709102115601,MX,Mexico,MX-OAX,-54,-27,-52,-54,-42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-18,7,103,697.185507630439,455.519024236687,1079.67798558489,48.26436095457289,35.82764535600379,69.9931393693557,42.953977728877106,52.4278994823541,0,6,12.715735979499,8.24869570453149,18.1925717856565,1.5833441408314601,1.07022628960824,2.19966500875751,1.386893742042,1.7612326628211799,1.6158668172072899,1.26228695017393,1.9857497403155602,1.49590203278165,1.7363957968823,MX,Mexico,MX-OAX,-57,-30,-54,-54,-24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-19,8,111,761.044985788559,495.97474300638197,1181.7752695777,63.8594781581201,40.4557187696944,102.097283992806,53.292305052559,72.759753621878,1,7,14.413995847492302,9.413258031604881,20.5371261824927,1.6982598679932401,1.1645623270733998,2.3445543968362204,1.48963439926884,1.88931656104509,2.05188433816919,1.3516408078261297,3.0712682366795896,1.7521636700872099,2.31159151619733,MX,Mexico,MX-OAX,-61,-34,-58,-61,-23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,10,121,802.471534803907,523.866224770342,1245.0517382997,41.426549015348,27.8914817639606,63.2764687220013,35.1440855200726,45.635413564282295,1,8,16.2269995448313,10.6809528773725,23.0223211531827,1.81300369733901,1.26769484576757,2.48519497069001,1.5922893396124198,2.010948869902,1.23010566448904,0.981113139044923,1.5316142642513502,1.13251736558013,1.32179353390665,MX,Mexico,MX-OAX,-52,-28,-50,-49,-42,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-21,9,130,841.9346714359891,551.167705032973,1305.72091164507,39.463136632082,27.301480262630896,60.669173345373295,34.1081291854824,43.6165274940909,1,9,18.1541151159459,12.056546921096599,25.6348149169585,1.92711557111458,1.3755940437241299,2.61249376377581,1.69445807011646,2.1288292583449198,1.08778116081318,0.8552360510585441,1.3659264031833003,1.00031609352588,1.16705052486817,MX,Mexico,MX-OAX,-54,-30,-54,-50,-45,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-22,9,139,883.596655596146,580.656041925249,1371.80638558241,41.6619841601566,29.4883368922762,66.0854739373366,35.679198046162895,45.802836992314994,1,10,20.1930462467724,13.516285393412799,28.365434211683198,2.0389311308265503,1.4597384723162499,2.73061929472472,1.80461783622838,2.23895598221345,1.08296232807527,0.844759683922351,1.32253689916258,0.996071607862528,1.16355610705212,MX,Mexico,MX-OAX,-56,-32,-55,-52,-45,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
