time,country,reported_cases,reported_cases_c,predicted_cases_c,predicted_min_c,predicted_max_c,predicted_cases,predicted_min,predicted_max,predicted_min2,predicted_max2,deaths,deaths_c,estimated_deaths_c,death_min_c,death_max_c,estimated_deaths,death_min,death_max,death_min2,death_max2,rt,rt_min,rt_max,rt_min2,rt_max2,country_region_code,country_region,iso_3166_2_code,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,retail_t,grocery_t,parks_trend,transit_t,workplace_t,residential_t
2020-03-23,OC,4,4,17.4652007011582,10.4324958742428,29.266049727372398,17.4652007011582,10.4324958742428,29.266049727372398,14.172925477913001,19.6461548211531,0,0,1.74652007011582e-14,1.04324958742428e-14,2.92660497273724e-14,1.74652007011582e-14,1.04324958742428e-14,2.92660497273724e-14,1.4172925477913e-14,1.9646154821153098e-14,1.64987699256827,1.15482000690345,2.24873740120088,1.40431149492653,1.8723631366197802,MX,Mexico,MX-OAX,-24.0,-13.0,-30.0,-25.0,-27.0,9.0,-27.969387755102066,-18.040816326530603,-33.70408163265304,-31.48979591836734,-23.08163265306122,9.346938775510205
2020-03-24,OC,1,5,34.9304014023164,20.8649917484857,58.532099454744795,17.4652007011582,10.4324958742428,29.266049727372398,14.172925477913001,19.6461548211531,0,0,1.74652007011582e-14,1.04324958742428e-14,2.92660497273724e-14,0.0,0.0,0.0,0.0,0.0,1.4716181991777801,1.07542684800521,1.9712561024434598,1.27548763659466,1.6306543805851699,MX,Mexico,MX-OAX,-27.0,-15.0,-34.0,-28.0,-31.0,10.0,-29.22959183673472,-18.15306122448979,-34.698979591836725,-32.66326530612245,-24.183673469387752,9.704081632653063
2020-03-25,OC,1,6,52.395602103474594,31.2974876227285,87.7981491821172,17.4652007011582,10.4324958742428,29.266049727372398,14.172925477913001,19.6461548211531,0,0,9.071845687260409e-05,5.707872965392379e-05,0.000138770263082914,9.07184568551389e-05,5.7078729643491295e-05,0.000138770263053648,7.60039584503569e-05,0.000104875839477435,1.23899431438439,0.8229406203533021,1.7173108077856498,1.07085254922695,1.3760696577098501,MX,Mexico,MX-OAX,-30.0,-18.0,-37.0,-29.0,-33.0,11.0,-30.48979591836737,-18.265306122448976,-35.6938775510204,-33.83673469387755,-25.285714285714285,10.061224489795922
2020-03-26,OC,3,9,69.8608028046328,41.7299834969714,117.06419890948999,17.4652007011582,10.4324958742428,29.266049727372398,14.172925477913001,19.6461548211531,0,0,0.000544310741148298,0.00034247237787138,0.000832621578351152,0.000453592284275694,0.000285393648217456,0.0006938513152682389,0.000380019792251784,0.000524379197387177,1.6692824542167801,1.247203353896,2.08853288424493,1.5268030663767298,1.8045645824294498,MX,Mexico,MX-OAX,-33.0,-20.0,-37.0,-36.0,-34.0,12.0,-32.42857142857142,-18.28571428571428,-36.99999999999999,-34.57142857142856,-26.428571428571427,10.428571428571427
2020-03-27,OC,3,12,87.326003505791,52.1624793712142,146.330248636862,17.4652007011582,10.4324958742428,29.266049727372398,14.172925477913001,19.6461548211531,0,0,0.0022417538671933397,0.00141047883031182,0.00342916738926607,0.00169744312604504,0.00106800645244044,0.00259654581091492,0.0014221185114489,0.00196234348533335,1.79653173475533,1.27538895747541,2.33274632033963,1.6142472453059098,1.98066400459029,MX,Mexico,MX-OAX,-35.0,-19.0,-38.0,-39.0,-31.0,13.0,-33.42857142857143,-18.71428571428571,-37.99999999999999,-36.28571428571428,-27.57142857142857,10.857142857142856
2020-03-28,OC,4,16,104.791204206949,62.59497524545711,175.596298364234,17.4652007011582,10.4324958742428,29.266049727372398,14.172925477913001,19.6461548211531,0,0,0.0069490337951211,0.00437223069070186,0.0106298021499387,0.00470727992792776,0.00296175186039005,0.007200634760672609,0.0039437609551463,0.00544189078177359,2.1828479388661,1.3495401037427,3.14887848057929,1.84111020560554,2.50048078945617,MX,Mexico,MX-OAX,-37.0,-20.0,-39.0,-39.0,-13.0,9.0,-34.0,-18.71428571428571,-38.57142857142857,-37.57142857142857,-28.57142857142857,11.14285714285714
2020-03-29,OC,2,18,126.491447543549,74.4351576263078,212.170116169956,21.700243336599698,11.840182380850802,36.573817805722,16.6398810454145,25.3103839191181,1,1,0.0180449090513585,0.011353593534208001,0.0276029472132115,0.0110958752562374,0.00698136284350613,0.0169731450632728,0.00929612860690587,0.0128274804551957,2.36878908056801,1.41386030185473,3.59775708415619,1.9556171381072802,2.73359744110843,MX,Mexico,MX-OAX,-41.0,-23.0,-44.0,-46.0,-16.0,9.0,-34.42857142857142,-18.571428571428566,-39.0,-38.857142857142854,-29.57142857142857,11.428571428571429
2020-03-30,OC,4,22,146.04155887941099,87.2060810307385,242.093246981055,19.5501113358618,12.770923404430699,29.9231308110982,16.5357413174283,21.399221235842,0,1,0.0398133067651761,0.0250499518162173,0.0609016427788401,0.0217683977138175,0.0136963582820093,0.0332986955656286,0.0182375720743767,0.0251655403261633,1.79603336501667,1.29848285232172,2.28374314088117,1.6157906963437199,1.9683293883130901,MX,Mexico,MX-OAX,-31.0,-16.0,-37.0,-37.0,-35.0,12.0,-35.857142857142854,-18.57142857142857,-40.14285714285714,-39.85714285714286,-30.714285714285708,11.714285714285714
2020-03-31,OC,1,23,167.424798608006,101.270315485648,275.58906603209203,21.3832397285956,14.064234454909101,33.4958190510377,18.0619516924151,23.5551403582684,0,1,0.0783743861995672,0.0493047164088491,0.119806542948399,0.0385610794343911,0.0242547645926318,0.05890490016955901,0.0323379506749469,0.0445618461173799,1.7014119453918501,1.30357731019064,2.08377659544241,1.5468381183578102,1.85493084578332,MX,Mexico,MX-OAX,-31.0,-15.0,-38.0,-37.0,-38.0,12.0,-38.14285714285714,-18.857142857142854,-41.714285714285715,-40.85714285714285,-31.857142857142854,12.142857142857142
2020-04-01,OC,1,24,188.82140725195,115.54055044006,309.106913483378,21.396608643944102,14.270234954412501,33.5178474512862,18.2276332762798,23.646006980387103,0,1,0.14107635021276002,0.0887329991301962,0.215342910995102,0.0627019640131931,0.0394282827213471,0.0955363680467025,0.052636783835724,0.0723823880439007,1.52013720387794,1.20121478357143,1.8350564172218302,1.40013044264505,1.63483997041668,MX,Mexico,MX-OAX,-33.0,-17.0,-40.0,-38.0,-40.0,13.0,-40.42857142857142,-19.285714285714285,-43.28571428571428,-41.714285714285715,-33.142857142857146,12.714285714285715
