FECHA,ENTIDAD_RES,NOMBRE,CODIGO,POBLACION,SUPERFICIE,DENSIDAD,I,R,S,TotalRecuperado,TotalPorMuerte
2020-04-03,17,MORELOS,MS,2044058,4879,419,37,11,2044010,7,4
2020-04-04,17,MORELOS,MS,2044058,4879,419,43,11,2044004,7,4
2020-04-05,17,MORELOS,MS,2044058,4879,419,49,12,2043997,8,4
2020-04-06,17,MORELOS,MS,2044058,4879,419,47,16,2043995,11,5
2020-04-07,17,MORELOS,MS,2044058,4879,419,48,17,2043993,11,6
2020-04-08,17,MORELOS,MS,2044058,4879,419,53,19,2043986,12,7
2020-04-09,17,MORELOS,MS,2044058,4879,419,53,21,2043984,14,7
2020-04-10,17,MORELOS,MS,2044058,4879,419,66,23,2043969,15,8
2020-04-11,17,MORELOS,MS,2044058,4879,419,70,25,2043963,17,8
2020-04-12,17,MORELOS,MS,2044058,4879,419,79,25,2043954,17,8
2020-04-13,17,MORELOS,MS,2044058,4879,419,89,32,2043937,21,11
2020-04-14,17,MORELOS,MS,2044058,4879,419,94,35,2043929,23,12
2020-04-15,17,MORELOS,MS,2044058,4879,419,102,44,2043912,30,14
2020-04-16,17,MORELOS,MS,2044058,4879,419,111,49,2043898,34,15
2020-04-17,17,MORELOS,MS,2044058,4879,419,126,53,2043879,35,18
2020-04-18,17,MORELOS,MS,2044058,4879,419,157,58,2043843,40,18
2020-04-19,17,MORELOS,MS,2044058,4879,419,172,66,2043820,45,21
2020-04-20,17,MORELOS,MS,2044058,4879,419,199,74,2043785,47,27
2020-04-21,17,MORELOS,MS,2044058,4879,419,210,81,2043767,48,33
2020-04-22,17,MORELOS,MS,2044058,4879,419,230,95,2043733,54,41
2020-04-23,17,MORELOS,MS,2044058,4879,419,248,103,2043707,56,47
2020-04-24,17,MORELOS,MS,2044058,4879,419,281,117,2043660,66,51
2020-04-25,17,MORELOS,MS,2044058,4879,419,310,127,2043621,69,58
2020-04-26,17,MORELOS,MS,2044058,4879,419,325,141,2043592,75,66
2020-04-27,17,MORELOS,MS,2044058,4879,419,344,159,2043555,86,73
2020-04-28,17,MORELOS,MS,2044058,4879,419,373,172,2043513,90,82
2020-04-29,17,MORELOS,MS,2044058,4879,419,395,198,2043465,105,93
2020-04-30,17,MORELOS,MS,2044058,4879,419,420,215,2043423,114,101
2020-05-01,17,MORELOS,MS,2044058,4879,419,440,243,2043375,127,116
2020-05-02,17,MORELOS,MS,2044058,4879,419,439,275,2043344,144,131
2020-05-03,17,MORELOS,MS,2044058,4879,419,448,301,2043309,158,143
2020-05-04,17,MORELOS,MS,2044058,4879,419,455,337,2043266,174,163
2020-05-05,17,MORELOS,MS,2044058,4879,419,467,365,2043226,186,179
2020-05-06,17,MORELOS,MS,2044058,4879,419,469,395,2043194,202,193
2020-05-07,17,MORELOS,MS,2044058,4879,419,469,430,2043159,225,205
2020-05-08,17,MORELOS,MS,2044058,4879,419,492,467,2043099,249,218
2020-05-09,17,MORELOS,MS,2044058,4879,419,492,504,2043062,272,232
2020-05-10,17,MORELOS,MS,2044058,4879,419,495,540,2043023,292,248
2020-05-11,17,MORELOS,MS,2044058,4879,419,503,577,2042978,313,264
2020-05-12,17,MORELOS,MS,2044058,4879,419,497,615,2042946,340,275
2020-05-13,17,MORELOS,MS,2044058,4879,419,474,666,2042918,370,296
2020-05-14,17,MORELOS,MS,2044058,4879,419,457,706,2042895,402,304
2020-05-15,17,MORELOS,MS,2044058,4879,419,450,750,2042858,435,315
2020-05-16,17,MORELOS,MS,2044058,4879,419,468,780,2042810,456,324
2020-05-17,17,MORELOS,MS,2044058,4879,419,483,808,2042767,475,333
2020-05-18,17,MORELOS,MS,2044058,4879,419,488,849,2042721,502,347
2020-05-19,17,MORELOS,MS,2044058,4879,419,484,891,2042683,527,364
2020-05-20,17,MORELOS,MS,2044058,4879,419,484,936,2042638,550,386
2020-05-21,17,MORELOS,MS,2044058,4879,419,481,974,2042603,573,401
2020-05-22,17,MORELOS,MS,2044058,4879,419,476,1020,2042562,610,410
2020-05-23,17,MORELOS,MS,2044058,4879,419,483,1057,2042518,632,425
2020-05-24,17,MORELOS,MS,2044058,4879,419,502,1086,2042470,654,432
2020-05-25,17,MORELOS,MS,2044058,4879,419,503,1127,2042428,687,440
2020-05-26,17,MORELOS,MS,2044058,4879,419,500,1159,2042399,709,450
2020-05-27,17,MORELOS,MS,2044058,4879,419,510,1182,2042366,726,456
2020-05-28,17,MORELOS,MS,2044058,4879,419,521,1205,2042332,742,463
2020-05-29,17,MORELOS,MS,2044058,4879,419,543,1240,2042275,772,468
2020-05-30,17,MORELOS,MS,2044058,4879,419,544,1284,2042230,810,474
2020-05-31,17,MORELOS,MS,2044058,4879,419,546,1332,2042180,846,486
2020-06-01,17,MORELOS,MS,2044058,4879,419,554,1379,2042125,880,499
2020-06-02,17,MORELOS,MS,2044058,4879,419,527,1425,2042106,914,511
2020-06-03,17,MORELOS,MS,2044058,4879,419,513,1461,2042084,945,516
2020-06-04,17,MORELOS,MS,2044058,4879,419,515,1496,2042047,975,521
2020-06-05,17,MORELOS,MS,2044058,4879,419,536,1529,2041993,1002,527
2020-06-06,17,MORELOS,MS,2044058,4879,419,524,1575,2041959,1037,538
2020-06-07,17,MORELOS,MS,2044058,4879,419,528,1624,2041906,1078,546
2020-06-08,17,MORELOS,MS,2044058,4879,419,547,1661,2041850,1108,553
2020-06-09,17,MORELOS,MS,2044058,4879,419,544,1692,2041822,1129,563
2020-06-10,17,MORELOS,MS,2044058,4879,419,534,1732,2041792,1158,574
2020-06-11,17,MORELOS,MS,2044058,4879,419,540,1765,2041753,1184,581
2020-06-12,17,MORELOS,MS,2044058,4879,419,524,1821,2041713,1233,588
2020-06-13,17,MORELOS,MS,2044058,4879,419,522,1868,2041668,1273,595
2020-06-14,17,MORELOS,MS,2044058,4879,419,514,1908,2041636,1308,600
2020-06-15,17,MORELOS,MS,2044058,4879,419,503,1957,2041598,1351,606
2020-06-16,17,MORELOS,MS,2044058,4879,419,497,1983,2041578,1368,615
2020-06-17,17,MORELOS,MS,2044058,4879,419,486,2006,2041566,1386,620
2020-06-18,17,MORELOS,MS,2044058,4879,419,454,2041,2041563,1420,621
2020-06-19,17,MORELOS,MS,2044058,4879,419,400,2095,2041563,1467,628
2020-06-20,17,MORELOS,MS,2044058,4879,419,372,2123,2041563,1495,628
2020-06-21,17,MORELOS,MS,2044058,4879,419,324,2171,2041563,1541,630
2020-06-22,17,MORELOS,MS,2044058,4879,419,271,2224,2041563,1592,632
2020-06-23,17,MORELOS,MS,2044058,4879,419,246,2249,2041563,1617,632
2020-03-10,18,NAYARIT,NT,1288571,27857,46,1,0,1288570,0,0
2020-03-11,18,NAYARIT,NT,1288571,27857,46,1,0,1288570,0,0
2020-03-12,18,NAYARIT,NT,1288571,27857,46,1,0,1288570,0,0
2020-03-13,18,NAYARIT,NT,1288571,27857,46,1,0,1288570,0,0
2020-03-14,18,NAYARIT,NT,1288571,27857,46,1,0,1288570,0,0
2020-03-15,18,NAYARIT,NT,1288571,27857,46,2,0,1288569,0,0
2020-03-16,18,NAYARIT,NT,1288571,27857,46,2,0,1288569,0,0
2020-03-17,18,NAYARIT,NT,1288571,27857,46,3,0,1288568,0,0
2020-03-18,18,NAYARIT,NT,1288571,27857,46,3,0,1288568,0,0
2020-03-19,18,NAYARIT,NT,1288571,27857,46,4,0,1288567,0,0
2020-03-20,18,NAYARIT,NT,1288571,27857,46,4,0,1288567,0,0
2020-03-21,18,NAYARIT,NT,1288571,27857,46,5,0,1288566,0,0
2020-03-22,18,NAYARIT,NT,1288571,27857,46,5,0,1288566,0,0
2020-03-23,18,NAYARIT,NT,1288571,27857,46,5,0,1288566,0,0
2020-03-24,18,NAYARIT,NT,1288571,27857,46,6,1,1288564,1,0
2020-03-25,18,NAYARIT,NT,1288571,27857,46,6,1,1288564,1,0
2020-03-26,18,NAYARIT,NT,1288571,27857,46,6,1,1288564,1,0
2020-03-27,18,NAYARIT,NT,1288571,27857,46,8,1,1288562,1,0
2020-03-28,18,NAYARIT,NT,1288571,27857,46,9,1,1288561,1,0
2020-03-29,18,NAYARIT,NT,1288571,27857,46,8,2,1288561,2,0
2020-03-30,18,NAYARIT,NT,1288571,27857,46,7,3,1288561,2,1
2020-03-31,18,NAYARIT,NT,1288571,27857,46,9,4,1288558,3,1
2020-04-01,18,NAYARIT,NT,1288571,27857,46,11,4,1288556,3,1
2020-04-02,18,NAYARIT,NT,1288571,27857,46,13,5,1288553,4,1
2020-04-03,18,NAYARIT,NT,1288571,27857,46,15,5,1288551,4,1
2020-04-04,18,NAYARIT,NT,1288571,27857,46,17,6,1288548,5,1
2020-04-05,18,NAYARIT,NT,1288571,27857,46,21,6,1288544,5,1
2020-04-06,18,NAYARIT,NT,1288571,27857,46,22,6,1288543,5,1
2020-04-07,18,NAYARIT,NT,1288571,27857,46,22,7,1288542,6,1
2020-04-08,18,NAYARIT,NT,1288571,27857,46,22,10,1288539,6,4
2020-04-09,18,NAYARIT,NT,1288571,27857,46,23,11,1288537,6,5
2020-04-10,18,NAYARIT,NT,1288571,27857,46,25,13,1288533,8,5
2020-04-11,18,NAYARIT,NT,1288571,27857,46,25,14,1288532,9,5
2020-04-12,18,NAYARIT,NT,1288571,27857,46,25,15,1288531,9,6
2020-04-13,18,NAYARIT,NT,1288571,27857,46,28,15,1288528,9,6
2020-04-14,18,NAYARIT,NT,1288571,27857,46,30,17,1288524,11,6
2020-04-15,18,NAYARIT,NT,1288571,27857,46,30,19,1288522,13,6
2020-04-16,18,NAYARIT,NT,1288571,27857,46,30,21,1288520,15,6
2020-04-17,18,NAYARIT,NT,1288571,27857,46,35,24,1288512,17,7
2020-04-18,18,NAYARIT,NT,1288571,27857,46,37,26,1288508,19,7
2020-04-19,18,NAYARIT,NT,1288571,27857,46,37,28,1288506,21,7
2020-04-20,18,NAYARIT,NT,1288571,27857,46,39,30,1288502,21,9
2020-04-21,18,NAYARIT,NT,1288571,27857,46,39,31,1288501,22,9
2020-04-22,18,NAYARIT,NT,1288571,27857,46,41,34,1288496,25,9
2020-04-23,18,NAYARIT,NT,1288571,27857,46,46,36,1288489,27,9
2020-04-24,18,NAYARIT,NT,1288571,27857,46,55,39,1288477,30,9
2020-04-25,18,NAYARIT,NT,1288571,27857,46,61,40,1288470,31,9
2020-04-26,18,NAYARIT,NT,1288571,27857,46,69,42,1288460,32,10
2020-04-27,18,NAYARIT,NT,1288571,27857,46,73,45,1288453,34,11
2020-04-28,18,NAYARIT,NT,1288571,27857,46,77,49,1288445,38,11
2020-04-29,18,NAYARIT,NT,1288571,27857,46,91,50,1288430,39,11
2020-04-30,18,NAYARIT,NT,1288571,27857,46,108,51,1288412,40,11
2020-05-01,18,NAYARIT,NT,1288571,27857,46,122,58,1288391,47,11
2020-05-02,18,NAYARIT,NT,1288571,27857,46,137,61,1288373,49,12
2020-05-03,18,NAYARIT,NT,1288571,27857,46,145,65,1288361,51,14
2020-05-04,18,NAYARIT,NT,1288571,27857,46,157,72,1288342,55,17
2020-05-05,18,NAYARIT,NT,1288571,27857,46,159,75,1288337,56,19
2020-05-06,18,NAYARIT,NT,1288571,27857,46,168,80,1288323,61,19
2020-05-07,18,NAYARIT,NT,1288571,27857,46,168,88,1288315,68,20
2020-05-08,18,NAYARIT,NT,1288571,27857,46,171,99,1288301,78,21
2020-05-09,18,NAYARIT,NT,1288571,27857,46,183,104,1288284,83,21
2020-05-10,18,NAYARIT,NT,1288571,27857,46,193,114,1288264,91,23
2020-05-11,18,NAYARIT,NT,1288571,27857,46,201,121,1288249,97,24
2020-05-12,18,NAYARIT,NT,1288571,27857,46,210,128,1288233,104,24
2020-05-13,18,NAYARIT,NT,1288571,27857,46,204,142,1288225,118,24
2020-05-14,18,NAYARIT,NT,1288571,27857,46,199,161,1288211,133,28
2020-05-15,18,NAYARIT,NT,1288571,27857,46,197,183,1288191,153,30
2020-05-16,18,NAYARIT,NT,1288571,27857,46,200,201,1288170,169,32
2020-05-17,18,NAYARIT,NT,1288571,27857,46,205,215,1288151,180,35
2020-05-18,18,NAYARIT,NT,1288571,27857,46,206,235,1288130,198,37
2020-05-19,18,NAYARIT,NT,1288571,27857,46,220,243,1288108,203,40
2020-05-20,18,NAYARIT,NT,1288571,27857,46,224,255,1288092,215,40
2020-05-21,18,NAYARIT,NT,1288571,27857,46,231,263,1288077,221,42
2020-05-22,18,NAYARIT,NT,1288571,27857,46,234,278,1288059,235,43
2020-05-23,18,NAYARIT,NT,1288571,27857,46,245,291,1288035,248,43
2020-05-24,18,NAYARIT,NT,1288571,27857,46,256,310,1288005,265,45
2020-05-25,18,NAYARIT,NT,1288571,27857,46,280,325,1287966,280,45
2020-05-26,18,NAYARIT,NT,1288571,27857,46,292,341,1287938,293,48
2020-05-27,18,NAYARIT,NT,1288571,27857,46,301,353,1287917,300,53
2020-05-28,18,NAYARIT,NT,1288571,27857,46,311,373,1287887,314,59
2020-05-29,18,NAYARIT,NT,1288571,27857,46,316,392,1287863,331,61
2020-05-30,18,NAYARIT,NT,1288571,27857,46,318,416,1287837,349,67
2020-05-31,18,NAYARIT,NT,1288571,27857,46,339,436,1287796,364,72
2020-06-01,18,NAYARIT,NT,1288571,27857,46,361,452,1287758,379,73
2020-06-02,18,NAYARIT,NT,1288571,27857,46,366,476,1287729,397,79
2020-06-03,18,NAYARIT,NT,1288571,27857,46,377,492,1287702,410,82
2020-06-04,18,NAYARIT,NT,1288571,27857,46,393,507,1287671,422,85
2020-06-05,18,NAYARIT,NT,1288571,27857,46,409,522,1287640,437,85
2020-06-06,18,NAYARIT,NT,1288571,27857,46,415,553,1287603,460,93
2020-06-07,18,NAYARIT,NT,1288571,27857,46,412,583,1287576,486,97
2020-06-08,18,NAYARIT,NT,1288571,27857,46,411,624,1287536,520,104
2020-06-09,18,NAYARIT,NT,1288571,27857,46,416,656,1287499,547,109
2020-06-10,18,NAYARIT,NT,1288571,27857,46,433,676,1287462,564,112
2020-06-11,18,NAYARIT,NT,1288571,27857,46,440,704,1287427,588,116
2020-06-12,18,NAYARIT,NT,1288571,27857,46,452,727,1287392,610,117
2020-06-13,18,NAYARIT,NT,1288571,27857,46,457,749,1287365,631,118
2020-06-14,18,NAYARIT,NT,1288571,27857,46,449,791,1287331,665,126
2020-06-15,18,NAYARIT,NT,1288571,27857,46,463,826,1287282,697,129
2020-06-16,18,NAYARIT,NT,1288571,27857,46,471,857,1287243,723,134
2020-06-17,18,NAYARIT,NT,1288571,27857,46,478,884,1287209,745,139
2020-06-18,18,NAYARIT,NT,1288571,27857,46,460,916,1287195,773,143
2020-06-19,18,NAYARIT,NT,1288571,27857,46,427,952,1287192,800,152
2020-06-20,18,NAYARIT,NT,1288571,27857,46,389,991,1287191,834,157
2020-06-21,18,NAYARIT,NT,1288571,27857,46,362,1018,1287191,858,160
2020-06-22,18,NAYARIT,NT,1288571,27857,46,325,1055,1287191,895,160
2020-06-23,18,NAYARIT,NT,1288571,27857,46,291,1089,1287191,929,160
2020-01-13,19,NUEVO LEON,NL,5610153,64156,87,1,0,5610152,0,0
2020-01-14,19,NUEVO LEON,NL,5610153,64156,87,1,0,5610152,0,0
2020-01-15,19,NUEVO LEON,NL,5610153,64156,87,1,0,5610152,0,0
2020-01-16,19,NUEVO LEON,NL,5610153,64156,87,1,0,5610152,0,0
2020-01-17,19,NUEVO LEON,NL,5610153,64156,87,1,0,5610152,0,0
2020-01-18,19,NUEVO LEON,NL,5610153,64156,87,1,0,5610152,0,0
2020-01-19,19,NUEVO LEON,NL,5610153,64156,87,1,0,5610152,0,0
2020-01-20,19,NUEVO LEON,NL,5610153,64156,87,1,0,5610152,0,0
2020-01-21,19,NUEVO LEON,NL,5610153,64156,87,1,0,5610152,0,0
2020-01-22,19,NUEVO LEON,NL,5610153,64156,87,1,0,5610152,0,0
2020-01-23,19,NUEVO LEON,NL,5610153,64156,87,1,0,5610152,0,0
2020-01-24,19,NUEVO LEON,NL,5610153,64156,87,1,0,5610152,0,0
2020-01-25,19,NUEVO LEON,NL,5610153,64156,87,1,0,5610152,0,0
2020-01-26,19,NUEVO LEON,NL,5610153,64156,87,1,0,5610152,0,0
2020-01-27,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-01-28,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-01-29,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-01-30,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-01-31,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-01,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-02,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-03,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-04,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-05,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-06,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-07,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-08,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-09,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-10,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-11,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-12,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-13,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-14,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-15,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-16,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-17,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-18,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-19,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-20,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-21,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-22,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-23,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-24,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-25,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-26,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-27,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-28,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-02-29,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-03-01,19,NUEVO LEON,NL,5610153,64156,87,0,1,5610152,1,0
2020-03-02,19,NUEVO LEON,NL,5610153,64156,87,1,1,5610151,1,0
2020-03-03,19,NUEVO LEON,NL,5610153,64156,87,1,1,5610151,1,0
2020-03-04,19,NUEVO LEON,NL,5610153,64156,87,2,1,5610150,1,0
2020-03-05,19,NUEVO LEON,NL,5610153,64156,87,3,1,5610149,1,0
2020-03-06,19,NUEVO LEON,NL,5610153,64156,87,4,1,5610148,1,0
2020-03-07,19,NUEVO LEON,NL,5610153,64156,87,6,1,5610146,1,0
2020-03-08,19,NUEVO LEON,NL,5610153,64156,87,6,1,5610146,1,0
2020-03-09,19,NUEVO LEON,NL,5610153,64156,87,15,1,5610137,1,0
2020-03-10,19,NUEVO LEON,NL,5610153,64156,87,17,1,5610135,1,0
2020-03-11,19,NUEVO LEON,NL,5610153,64156,87,22,1,5610130,1,0
2020-03-12,19,NUEVO LEON,NL,5610153,64156,87,24,1,5610128,1,0
2020-03-13,19,NUEVO LEON,NL,5610153,64156,87,30,1,5610122,1,0
2020-03-14,19,NUEVO LEON,NL,5610153,64156,87,38,1,5610114,1,0
2020-03-15,19,NUEVO LEON,NL,5610153,64156,87,45,1,5610107,1,0
2020-03-16,19,NUEVO LEON,NL,5610153,64156,87,47,2,5610104,2,0
2020-03-17,19,NUEVO LEON,NL,5610153,64156,87,55,2,5610096,2,0
2020-03-18,19,NUEVO LEON,NL,5610153,64156,87,60,3,5610090,3,0
2020-03-19,19,NUEVO LEON,NL,5610153,64156,87,64,4,5610085,4,0
2020-03-20,19,NUEVO LEON,NL,5610153,64156,87,69,4,5610080,4,0
2020-03-21,19,NUEVO LEON,NL,5610153,64156,87,70,6,5610077,6,0
2020-03-22,19,NUEVO LEON,NL,5610153,64156,87,74,6,5610073,6,0
2020-03-23,19,NUEVO LEON,NL,5610153,64156,87,67,15,5610071,15,0
2020-03-24,19,NUEVO LEON,NL,5610153,64156,87,66,17,5610070,17,0
2020-03-25,19,NUEVO LEON,NL,5610153,64156,87,63,22,5610068,22,0
2020-03-26,19,NUEVO LEON,NL,5610153,64156,87,64,24,5610065,24,0
2020-03-27,19,NUEVO LEON,NL,5610153,64156,87,61,29,5610063,29,0
2020-03-28,19,NUEVO LEON,NL,5610153,64156,87,54,37,5610062,37,0
2020-03-29,19,NUEVO LEON,NL,5610153,64156,87,49,44,5610060,44,0
2020-03-30,19,NUEVO LEON,NL,5610153,64156,87,50,47,5610056,47,0
2020-03-31,19,NUEVO LEON,NL,5610153,64156,87,48,55,5610050,55,0
2020-04-01,19,NUEVO LEON,NL,5610153,64156,87,48,60,5610045,60,0
2020-04-02,19,NUEVO LEON,NL,5610153,64156,87,53,65,5610035,65,0
2020-04-03,19,NUEVO LEON,NL,5610153,64156,87,54,72,5610027,70,2
2020-04-04,19,NUEVO LEON,NL,5610153,64156,87,53,75,5610025,73,2
2020-04-05,19,NUEVO LEON,NL,5610153,64156,87,56,79,5610018,76,3
2020-04-06,19,NUEVO LEON,NL,5610153,64156,87,64,81,5610008,78,3
2020-04-07,19,NUEVO LEON,NL,5610153,64156,87,74,84,5609995,79,5
2020-04-08,19,NUEVO LEON,NL,5610153,64156,87,83,86,5609984,81,5
2020-04-09,19,NUEVO LEON,NL,5610153,64156,87,94,88,5609971,83,5
2020-04-10,19,NUEVO LEON,NL,5610153,64156,87,116,90,5609947,85,5
2020-04-11,19,NUEVO LEON,NL,5610153,64156,87,128,91,5609934,86,5
2020-04-12,19,NUEVO LEON,NL,5610153,64156,87,135,93,5609925,88,5
2020-04-13,19,NUEVO LEON,NL,5610153,64156,87,141,98,5609914,92,6
2020-04-14,19,NUEVO LEON,NL,5610153,64156,87,144,104,5609905,98,6
2020-04-15,19,NUEVO LEON,NL,5610153,64156,87,145,109,5609899,103,6
2020-04-16,19,NUEVO LEON,NL,5610153,64156,87,144,118,5609891,111,7
2020-04-17,19,NUEVO LEON,NL,5610153,64156,87,144,125,5609884,118,7
2020-04-18,19,NUEVO LEON,NL,5610153,64156,87,150,127,5609876,120,7
2020-04-19,19,NUEVO LEON,NL,5610153,64156,87,153,133,5609867,125,8
2020-04-20,19,NUEVO LEON,NL,5610153,64156,87,153,144,5609856,135,9
2020-04-21,19,NUEVO LEON,NL,5610153,64156,87,149,156,5609848,147,9
2020-04-22,19,NUEVO LEON,NL,5610153,64156,87,153,168,5609832,157,11
2020-04-23,19,NUEVO LEON,NL,5610153,64156,87,151,182,5609820,170,12
2020-04-24,19,NUEVO LEON,NL,5610153,64156,87,140,206,5609807,193,13
2020-04-25,19,NUEVO LEON,NL,5610153,64156,87,147,220,5609786,206,14
2020-04-26,19,NUEVO LEON,NL,5610153,64156,87,161,230,5609762,215,15
2020-04-27,19,NUEVO LEON,NL,5610153,64156,87,182,242,5609729,225,17
2020-04-28,19,NUEVO LEON,NL,5610153,64156,87,189,249,5609715,230,19
2020-04-29,19,NUEVO LEON,NL,5610153,64156,87,198,254,5609701,233,21
2020-04-30,19,NUEVO LEON,NL,5610153,64156,87,215,260,5609678,238,22
2020-05-01,19,NUEVO LEON,NL,5610153,64156,87,245,268,5609640,244,24
2020-05-02,19,NUEVO LEON,NL,5610153,64156,87,253,278,5609622,251,27
2020-05-03,19,NUEVO LEON,NL,5610153,64156,87,260,289,5609604,260,29
2020-05-04,19,NUEVO LEON,NL,5610153,64156,87,278,300,5609575,269,31
2020-05-05,19,NUEVO LEON,NL,5610153,64156,87,344,310,5609499,276,34
2020-05-06,19,NUEVO LEON,NL,5610153,64156,87,352,325,5609476,289,36
2020-05-07,19,NUEVO LEON,NL,5610153,64156,87,369,336,5609448,298,38
2020-05-08,19,NUEVO LEON,NL,5610153,64156,87,402,348,5609403,310,38
2020-05-09,19,NUEVO LEON,NL,5610153,64156,87,414,368,5609371,327,41
2020-05-10,19,NUEVO LEON,NL,5610153,64156,87,429,392,5609332,348,44
2020-05-11,19,NUEVO LEON,NL,5610153,64156,87,446,423,5609284,376,47
2020-05-12,19,NUEVO LEON,NL,5610153,64156,87,475,440,5609238,389,51
2020-05-13,19,NUEVO LEON,NL,5610153,64156,87,517,458,5609178,403,55
2020-05-14,19,NUEVO LEON,NL,5610153,64156,87,530,480,5609143,422,58
2020-05-15,19,NUEVO LEON,NL,5610153,64156,87,547,517,5609089,456,61
2020-05-16,19,NUEVO LEON,NL,5610153,64156,87,559,535,5609059,471,64
2020-05-17,19,NUEVO LEON,NL,5610153,64156,87,575,552,5609026,485,67
2020-05-18,19,NUEVO LEON,NL,5610153,64156,87,599,581,5608973,510,71
2020-05-19,19,NUEVO LEON,NL,5610153,64156,87,588,651,5608914,575,76
2020-05-20,19,NUEVO LEON,NL,5610153,64156,87,607,676,5608870,594,82
2020-05-21,19,NUEVO LEON,NL,5610153,64156,87,615,704,5608834,619,85
2020-05-22,19,NUEVO LEON,NL,5610153,64156,87,626,746,5608781,658,88
2020-05-23,19,NUEVO LEON,NL,5610153,64156,87,663,776,5608714,686,90
2020-05-24,19,NUEVO LEON,NL,5610153,64156,87,677,813,5608663,722,91
2020-05-25,19,NUEVO LEON,NL,5610153,64156,87,714,866,5608573,766,100
2020-05-26,19,NUEVO LEON,NL,5610153,64156,87,741,915,5608497,810,105
2020-05-27,19,NUEVO LEON,NL,5610153,64156,87,743,974,5608436,865,109
2020-05-28,19,NUEVO LEON,NL,5610153,64156,87,755,1011,5608387,898,113
2020-05-29,19,NUEVO LEON,NL,5610153,64156,87,762,1066,5608325,948,118
2020-05-30,19,NUEVO LEON,NL,5610153,64156,87,790,1095,5608268,974,121
2020-05-31,19,NUEVO LEON,NL,5610153,64156,87,822,1126,5608205,1003,123
2020-06-01,19,NUEVO LEON,NL,5610153,64156,87,898,1177,5608078,1050,127
2020-06-02,19,NUEVO LEON,NL,5610153,64156,87,921,1236,5607996,1107,129
2020-06-03,19,NUEVO LEON,NL,5610153,64156,87,980,1282,5607891,1147,135
2020-06-04,19,NUEVO LEON,NL,5610153,64156,87,1064,1323,5607766,1178,145
2020-06-05,19,NUEVO LEON,NL,5610153,64156,87,1182,1374,5607597,1226,148
2020-06-06,19,NUEVO LEON,NL,5610153,64156,87,1245,1439,5607469,1285,154
2020-06-07,19,NUEVO LEON,NL,5610153,64156,87,1300,1489,5607364,1333,156
2020-06-08,19,NUEVO LEON,NL,5610153,64156,87,1457,1578,5607118,1417,161
2020-06-09,19,NUEVO LEON,NL,5610153,64156,87,1535,1657,5606961,1490,167
2020-06-10,19,NUEVO LEON,NL,5610153,64156,87,1654,1723,5606776,1550,173
2020-06-11,19,NUEVO LEON,NL,5610153,64156,87,1757,1775,5606621,1597,178
2020-06-12,19,NUEVO LEON,NL,5610153,64156,87,1836,1844,5606473,1656,188
