FECHA,ENTIDAD_RES,NOMBRE,CODIGO,POBLACION,SUPERFICIE,DENSIDAD,I,R,S,TotalRecuperado,TotalPorMuerte
2020-04-25,6,COLIMA,CM,785153,5627,140,18,11,785124,9,2
2020-04-26,6,COLIMA,CM,785153,5627,140,15,14,785124,11,3
2020-04-27,6,COLIMA,CM,785153,5627,140,18,14,785121,11,3
2020-04-28,6,COLIMA,CM,785153,5627,140,18,14,785121,11,3
2020-04-29,6,COLIMA,CM,785153,5627,140,18,16,785119,13,3
2020-04-30,6,COLIMA,CM,785153,5627,140,22,16,785115,13,3
2020-05-01,6,COLIMA,CM,785153,5627,140,21,20,785112,17,3
2020-05-02,6,COLIMA,CM,785153,5627,140,22,22,785109,18,4
2020-05-03,6,COLIMA,CM,785153,5627,140,23,22,785108,18,4
2020-05-04,6,COLIMA,CM,785153,5627,140,22,25,785106,19,6
2020-05-05,6,COLIMA,CM,785153,5627,140,20,27,785106,20,7
2020-05-06,6,COLIMA,CM,785153,5627,140,23,27,785103,20,7
2020-05-07,6,COLIMA,CM,785153,5627,140,24,29,785100,22,7
2020-05-08,6,COLIMA,CM,785153,5627,140,29,30,785094,23,7
2020-05-09,6,COLIMA,CM,785153,5627,140,31,31,785091,24,7
2020-05-10,6,COLIMA,CM,785153,5627,140,34,31,785088,24,7
2020-05-11,6,COLIMA,CM,785153,5627,140,38,33,785082,25,8
2020-05-12,6,COLIMA,CM,785153,5627,140,48,33,785072,25,8
2020-05-13,6,COLIMA,CM,785153,5627,140,52,35,785066,27,8
2020-05-14,6,COLIMA,CM,785153,5627,140,53,38,785062,30,8
2020-05-15,6,COLIMA,CM,785153,5627,140,54,42,785057,33,9
2020-05-16,6,COLIMA,CM,785153,5627,140,59,45,785049,35,10
2020-05-17,6,COLIMA,CM,785153,5627,140,63,46,785044,36,10
2020-05-18,6,COLIMA,CM,785153,5627,140,69,49,785035,38,11
2020-05-19,6,COLIMA,CM,785153,5627,140,73,49,785031,38,11
2020-05-20,6,COLIMA,CM,785153,5627,140,80,54,785019,41,13
2020-05-21,6,COLIMA,CM,785153,5627,140,80,58,785015,44,14
2020-05-22,6,COLIMA,CM,785153,5627,140,82,64,785007,49,15
2020-05-23,6,COLIMA,CM,785153,5627,140,86,66,785001,51,15
2020-05-24,6,COLIMA,CM,785153,5627,140,84,73,784996,54,19
2020-05-25,6,COLIMA,CM,785153,5627,140,88,77,784988,58,19
2020-05-26,6,COLIMA,CM,785153,5627,140,82,85,784986,64,21
2020-05-27,6,COLIMA,CM,785153,5627,140,80,91,784982,69,22
2020-05-28,6,COLIMA,CM,785153,5627,140,89,94,784970,72,22
2020-05-29,6,COLIMA,CM,785153,5627,140,90,98,784965,75,23
2020-05-30,6,COLIMA,CM,785153,5627,140,93,104,784956,81,23
2020-05-31,6,COLIMA,CM,785153,5627,140,98,111,784944,86,25
2020-06-01,6,COLIMA,CM,785153,5627,140,109,119,784925,93,26
2020-06-02,6,COLIMA,CM,785153,5627,140,116,122,784915,96,26
2020-06-03,6,COLIMA,CM,785153,5627,140,116,131,784906,104,27
2020-06-04,6,COLIMA,CM,785153,5627,140,119,135,784899,108,27
2020-06-05,6,COLIMA,CM,785153,5627,140,121,144,784888,116,28
2020-06-06,6,COLIMA,CM,785153,5627,140,125,151,784877,121,30
2020-06-07,6,COLIMA,CM,785153,5627,140,134,157,784862,126,31
2020-06-08,6,COLIMA,CM,785153,5627,140,142,164,784847,133,31
2020-06-09,6,COLIMA,CM,785153,5627,140,154,166,784833,135,31
2020-06-10,6,COLIMA,CM,785153,5627,140,157,171,784825,138,33
2020-06-11,6,COLIMA,CM,785153,5627,140,156,184,784813,150,34
2020-06-12,6,COLIMA,CM,785153,5627,140,166,189,784798,154,35
2020-06-13,6,COLIMA,CM,785153,5627,140,170,198,784785,162,36
2020-06-14,6,COLIMA,CM,785153,5627,140,174,210,784769,173,37
2020-06-15,6,COLIMA,CM,785153,5627,140,174,228,784751,191,37
2020-06-16,6,COLIMA,CM,785153,5627,140,177,239,784737,200,39
2020-06-17,6,COLIMA,CM,785153,5627,140,172,249,784732,208,41
2020-06-18,6,COLIMA,CM,785153,5627,140,167,257,784729,215,42
2020-06-19,6,COLIMA,CM,785153,5627,140,159,268,784726,226,42
2020-06-20,6,COLIMA,CM,785153,5627,140,145,282,784726,237,45
2020-06-21,6,COLIMA,CM,785153,5627,140,130,298,784725,252,46
2020-06-22,6,COLIMA,CM,785153,5627,140,114,314,784725,267,47
2020-06-23,6,COLIMA,CM,785153,5627,140,102,326,784725,279,47
2020-02-25,7,CHIAPAS,CS,5730367,73311,78,1,0,5730366,0,0
2020-02-26,7,CHIAPAS,CS,5730367,73311,78,1,0,5730366,0,0
2020-02-27,7,CHIAPAS,CS,5730367,73311,78,1,0,5730366,0,0
2020-02-28,7,CHIAPAS,CS,5730367,73311,78,1,0,5730366,0,0
2020-02-29,7,CHIAPAS,CS,5730367,73311,78,1,0,5730366,0,0
2020-03-01,7,CHIAPAS,CS,5730367,73311,78,1,0,5730366,0,0
2020-03-02,7,CHIAPAS,CS,5730367,73311,78,1,0,5730366,0,0
2020-03-03,7,CHIAPAS,CS,5730367,73311,78,1,0,5730366,0,0
2020-03-04,7,CHIAPAS,CS,5730367,73311,78,1,0,5730366,0,0
2020-03-05,7,CHIAPAS,CS,5730367,73311,78,1,0,5730366,0,0
2020-03-06,7,CHIAPAS,CS,5730367,73311,78,1,0,5730366,0,0
2020-03-07,7,CHIAPAS,CS,5730367,73311,78,1,0,5730366,0,0
2020-03-08,7,CHIAPAS,CS,5730367,73311,78,1,0,5730366,0,0
2020-03-09,7,CHIAPAS,CS,5730367,73311,78,1,0,5730366,0,0
2020-03-10,7,CHIAPAS,CS,5730367,73311,78,0,1,5730366,1,0
2020-03-11,7,CHIAPAS,CS,5730367,73311,78,0,1,5730366,1,0
2020-03-12,7,CHIAPAS,CS,5730367,73311,78,0,1,5730366,1,0
2020-03-13,7,CHIAPAS,CS,5730367,73311,78,1,1,5730365,1,0
2020-03-14,7,CHIAPAS,CS,5730367,73311,78,2,1,5730364,1,0
2020-03-15,7,CHIAPAS,CS,5730367,73311,78,2,1,5730364,1,0
2020-03-16,7,CHIAPAS,CS,5730367,73311,78,2,1,5730364,1,0
2020-03-17,7,CHIAPAS,CS,5730367,73311,78,2,1,5730364,1,0
2020-03-18,7,CHIAPAS,CS,5730367,73311,78,2,1,5730364,1,0
2020-03-19,7,CHIAPAS,CS,5730367,73311,78,2,1,5730364,1,0
2020-03-20,7,CHIAPAS,CS,5730367,73311,78,4,1,5730362,1,0
2020-03-21,7,CHIAPAS,CS,5730367,73311,78,6,1,5730360,1,0
2020-03-22,7,CHIAPAS,CS,5730367,73311,78,9,1,5730357,1,0
2020-03-23,7,CHIAPAS,CS,5730367,73311,78,13,1,5730353,1,0
2020-03-24,7,CHIAPAS,CS,5730367,73311,78,14,1,5730352,1,0
2020-03-25,7,CHIAPAS,CS,5730367,73311,78,18,1,5730348,1,0
2020-03-26,7,CHIAPAS,CS,5730367,73311,78,18,1,5730348,1,0
2020-03-27,7,CHIAPAS,CS,5730367,73311,78,20,2,5730345,2,0
2020-03-28,7,CHIAPAS,CS,5730367,73311,78,23,3,5730341,3,0
2020-03-29,7,CHIAPAS,CS,5730367,73311,78,24,3,5730340,3,0
2020-03-30,7,CHIAPAS,CS,5730367,73311,78,26,3,5730338,3,0
2020-03-31,7,CHIAPAS,CS,5730367,73311,78,28,3,5730336,3,0
2020-04-01,7,CHIAPAS,CS,5730367,73311,78,30,3,5730334,3,0
2020-04-02,7,CHIAPAS,CS,5730367,73311,78,32,3,5730332,3,0
2020-04-03,7,CHIAPAS,CS,5730367,73311,78,34,5,5730328,5,0
2020-04-04,7,CHIAPAS,CS,5730367,73311,78,37,6,5730324,6,0
2020-04-05,7,CHIAPAS,CS,5730367,73311,78,36,9,5730322,9,0
2020-04-06,7,CHIAPAS,CS,5730367,73311,78,33,14,5730320,13,1
2020-04-07,7,CHIAPAS,CS,5730367,73311,78,37,15,5730315,14,1
2020-04-08,7,CHIAPAS,CS,5730367,73311,78,37,19,5730311,18,1
2020-04-09,7,CHIAPAS,CS,5730367,73311,78,38,20,5730309,18,2
2020-04-10,7,CHIAPAS,CS,5730367,73311,78,38,22,5730307,20,2
2020-04-11,7,CHIAPAS,CS,5730367,73311,78,40,26,5730301,23,3
2020-04-12,7,CHIAPAS,CS,5730367,73311,78,42,27,5730298,24,3
2020-04-13,7,CHIAPAS,CS,5730367,73311,78,47,30,5730290,26,4
2020-04-14,7,CHIAPAS,CS,5730367,73311,78,51,32,5730284,28,4
2020-04-15,7,CHIAPAS,CS,5730367,73311,78,57,34,5730276,30,4
2020-04-16,7,CHIAPAS,CS,5730367,73311,78,69,35,5730263,31,4
2020-04-17,7,CHIAPAS,CS,5730367,73311,78,73,38,5730256,34,4
2020-04-18,7,CHIAPAS,CS,5730367,73311,78,80,41,5730246,37,4
2020-04-19,7,CHIAPAS,CS,5730367,73311,78,85,43,5730239,38,5
2020-04-20,7,CHIAPAS,CS,5730367,73311,78,103,45,5730219,40,5
2020-04-21,7,CHIAPAS,CS,5730367,73311,78,105,49,5730213,44,5
2020-04-22,7,CHIAPAS,CS,5730367,73311,78,114,54,5730199,48,6
2020-04-23,7,CHIAPAS,CS,5730367,73311,78,126,57,5730184,50,7
2020-04-24,7,CHIAPAS,CS,5730367,73311,78,134,59,5730174,52,7
2020-04-25,7,CHIAPAS,CS,5730367,73311,78,151,63,5730153,56,7
2020-04-26,7,CHIAPAS,CS,5730367,73311,78,162,66,5730139,59,7
2020-04-27,7,CHIAPAS,CS,5730367,73311,78,167,75,5730125,67,8
2020-04-28,7,CHIAPAS,CS,5730367,73311,78,184,81,5730102,72,9
2020-04-29,7,CHIAPAS,CS,5730367,73311,78,202,88,5730077,78,10
2020-04-30,7,CHIAPAS,CS,5730367,73311,78,215,101,5730051,90,11
2020-05-01,7,CHIAPAS,CS,5730367,73311,78,235,108,5730024,96,12
2020-05-02,7,CHIAPAS,CS,5730367,73311,78,253,122,5729992,106,16
2020-05-03,7,CHIAPAS,CS,5730367,73311,78,270,128,5729969,112,16
2020-05-04,7,CHIAPAS,CS,5730367,73311,78,281,147,5729939,131,16
2020-05-05,7,CHIAPAS,CS,5730367,73311,78,311,156,5729900,137,19
2020-05-06,7,CHIAPAS,CS,5730367,73311,78,321,170,5729876,150,20
2020-05-07,7,CHIAPAS,CS,5730367,73311,78,335,185,5729847,164,21
2020-05-08,7,CHIAPAS,CS,5730367,73311,78,372,197,5729798,174,23
2020-05-09,7,CHIAPAS,CS,5730367,73311,78,411,217,5729739,190,27
2020-05-10,7,CHIAPAS,CS,5730367,73311,78,456,236,5729675,203,33
2020-05-11,7,CHIAPAS,CS,5730367,73311,78,495,253,5729619,216,37
2020-05-12,7,CHIAPAS,CS,5730367,73311,78,531,279,5729557,237,42
2020-05-13,7,CHIAPAS,CS,5730367,73311,78,568,307,5729492,260,47
2020-05-14,7,CHIAPAS,CS,5730367,73311,78,609,330,5729428,280,50
2020-05-15,7,CHIAPAS,CS,5730367,73311,78,662,355,5729350,303,52
2020-05-16,7,CHIAPAS,CS,5730367,73311,78,720,381,5729266,326,55
2020-05-17,7,CHIAPAS,CS,5730367,73311,78,753,406,5729208,347,59
2020-05-18,7,CHIAPAS,CS,5730367,73311,78,839,438,5729090,374,64
2020-05-19,7,CHIAPAS,CS,5730367,73311,78,873,485,5729009,410,75
2020-05-20,7,CHIAPAS,CS,5730367,73311,78,945,514,5728908,433,81
2020-05-21,7,CHIAPAS,CS,5730367,73311,78,1017,539,5728811,456,83
2020-05-22,7,CHIAPAS,CS,5730367,73311,78,1065,591,5728711,499,92
2020-05-23,7,CHIAPAS,CS,5730367,73311,78,1140,652,5728575,552,100
2020-05-24,7,CHIAPAS,CS,5730367,73311,78,1187,710,5728470,600,110
2020-05-25,7,CHIAPAS,CS,5730367,73311,78,1259,773,5728335,651,122
2020-05-26,7,CHIAPAS,CS,5730367,73311,78,1325,828,5728214,703,125
2020-05-27,7,CHIAPAS,CS,5730367,73311,78,1355,890,5728122,756,134
2020-05-28,7,CHIAPAS,CS,5730367,73311,78,1407,957,5728003,812,145
2020-05-29,7,CHIAPAS,CS,5730367,73311,78,1447,1034,5727886,879,155
2020-05-30,7,CHIAPAS,CS,5730367,73311,78,1457,1126,5727784,958,168
2020-05-31,7,CHIAPAS,CS,5730367,73311,78,1499,1186,5727682,1008,178
2020-06-01,7,CHIAPAS,CS,5730367,73311,78,1518,1301,5727548,1111,190
2020-06-02,7,CHIAPAS,CS,5730367,73311,78,1522,1388,5727457,1178,210
2020-06-03,7,CHIAPAS,CS,5730367,73311,78,1502,1494,5727371,1271,223
2020-06-04,7,CHIAPAS,CS,5730367,73311,78,1500,1596,5727271,1358,238
2020-06-05,7,CHIAPAS,CS,5730367,73311,78,1520,1692,5727155,1440,252
2020-06-06,7,CHIAPAS,CS,5730367,73311,78,1505,1823,5727039,1563,260
2020-06-07,7,CHIAPAS,CS,5730367,73311,78,1487,1932,5726948,1656,276
2020-06-08,7,CHIAPAS,CS,5730367,73311,78,1434,2072,5726861,1776,296
2020-06-09,7,CHIAPAS,CS,5730367,73311,78,1368,2199,5726800,1882,317
2020-06-10,7,CHIAPAS,CS,5730367,73311,78,1362,2294,5726711,1965,329
2020-06-11,7,CHIAPAS,CS,5730367,73311,78,1298,2415,5726654,2079,336
2020-06-12,7,CHIAPAS,CS,5730367,73311,78,1232,2539,5726596,2186,353
2020-06-13,7,CHIAPAS,CS,5730367,73311,78,1180,2644,5726543,2279,365
2020-06-14,7,CHIAPAS,CS,5730367,73311,78,1123,2741,5726503,2370,371
2020-06-15,7,CHIAPAS,CS,5730367,73311,78,1038,2860,5726469,2482,378
2020-06-16,7,CHIAPAS,CS,5730367,73311,78,954,2953,5726460,2561,392
2020-06-17,7,CHIAPAS,CS,5730367,73311,78,879,3036,5726452,2640,396
2020-06-18,7,CHIAPAS,CS,5730367,73311,78,792,3129,5726446,2728,401
2020-06-19,7,CHIAPAS,CS,5730367,73311,78,679,3243,5726445,2836,407
2020-06-20,7,CHIAPAS,CS,5730367,73311,78,568,3356,5726443,2945,411
2020-06-21,7,CHIAPAS,CS,5730367,73311,78,480,3444,5726443,3030,414
2020-06-22,7,CHIAPAS,CS,5730367,73311,78,398,3526,5726443,3107,419
2020-06-23,7,CHIAPAS,CS,5730367,73311,78,340,3584,5726443,3164,420
2020-03-12,8,CHIHUAHUA,CH,3801487,247455,15,2,0,3801485,0,0
2020-03-13,8,CHIHUAHUA,CH,3801487,247455,15,3,0,3801484,0,0
2020-03-14,8,CHIHUAHUA,CH,3801487,247455,15,3,0,3801484,0,0
2020-03-15,8,CHIHUAHUA,CH,3801487,247455,15,4,0,3801483,0,0
2020-03-16,8,CHIHUAHUA,CH,3801487,247455,15,5,0,3801482,0,0
2020-03-17,8,CHIHUAHUA,CH,3801487,247455,15,6,0,3801481,0,0
2020-03-18,8,CHIHUAHUA,CH,3801487,247455,15,8,0,3801479,0,0
2020-03-19,8,CHIHUAHUA,CH,3801487,247455,15,9,0,3801478,0,0
2020-03-20,8,CHIHUAHUA,CH,3801487,247455,15,12,0,3801475,0,0
2020-03-21,8,CHIHUAHUA,CH,3801487,247455,15,14,0,3801473,0,0
2020-03-22,8,CHIHUAHUA,CH,3801487,247455,15,15,0,3801472,0,0
2020-03-23,8,CHIHUAHUA,CH,3801487,247455,15,16,0,3801471,0,0
2020-03-24,8,CHIHUAHUA,CH,3801487,247455,15,20,0,3801467,0,0
2020-03-25,8,CHIHUAHUA,CH,3801487,247455,15,24,0,3801463,0,0
2020-03-26,8,CHIHUAHUA,CH,3801487,247455,15,28,2,3801457,2,0
2020-03-27,8,CHIHUAHUA,CH,3801487,247455,15,29,3,3801455,3,0
2020-03-28,8,CHIHUAHUA,CH,3801487,247455,15,38,3,3801446,3,0
2020-03-29,8,CHIHUAHUA,CH,3801487,247455,15,44,4,3801439,4,0
2020-03-30,8,CHIHUAHUA,CH,3801487,247455,15,45,5,3801437,5,0
2020-03-31,8,CHIHUAHUA,CH,3801487,247455,15,54,6,3801427,6,0
2020-04-01,8,CHIHUAHUA,CH,3801487,247455,15,60,7,3801420,7,0
2020-04-02,8,CHIHUAHUA,CH,3801487,247455,15,70,8,3801409,8,0
2020-04-03,8,CHIHUAHUA,CH,3801487,247455,15,79,13,3801395,11,2
2020-04-04,8,CHIHUAHUA,CH,3801487,247455,15,85,15,3801387,12,3
2020-04-05,8,CHIHUAHUA,CH,3801487,247455,15,91,16,3801380,12,4
2020-04-06,8,CHIHUAHUA,CH,3801487,247455,15,97,19,3801371,13,6
2020-04-07,8,CHIHUAHUA,CH,3801487,247455,15,102,27,3801358,15,12
2020-04-08,8,CHIHUAHUA,CH,3801487,247455,15,107,35,3801345,17,18
2020-04-09,8,CHIHUAHUA,CH,3801487,247455,15,113,42,3801332,20,22
2020-04-10,8,CHIHUAHUA,CH,3801487,247455,15,129,45,3801313,22,23
2020-04-11,8,CHIHUAHUA,CH,3801487,247455,15,140,52,3801295,28,24
2020-04-12,8,CHIHUAHUA,CH,3801487,247455,15,149,60,3801278,32,28
2020-04-13,8,CHIHUAHUA,CH,3801487,247455,15,161,64,3801262,33,31
2020-04-14,8,CHIHUAHUA,CH,3801487,247455,15,170,69,3801248,36,33
2020-04-15,8,CHIHUAHUA,CH,3801487,247455,15,191,79,3801217,40,39
2020-04-16,8,CHIHUAHUA,CH,3801487,247455,15,212,88,3801187,47,41
2020-04-17,8,CHIHUAHUA,CH,3801487,247455,15,232,102,3801153,54,48
2020-04-18,8,CHIHUAHUA,CH,3801487,247455,15,261,113,3801113,60,53
2020-04-19,8,CHIHUAHUA,CH,3801487,247455,15,291,118,3801078,62,56
2020-04-20,8,CHIHUAHUA,CH,3801487,247455,15,334,129,3801024,67,62
2020-04-21,8,CHIHUAHUA,CH,3801487,247455,15,347,147,3800993,77,70
2020-04-22,8,CHIHUAHUA,CH,3801487,247455,15,377,162,3800948,85,77
2020-04-23,8,CHIHUAHUA,CH,3801487,247455,15,408,172,3800907,93,79
2020-04-24,8,CHIHUAHUA,CH,3801487,247455,15,436,198,3800853,105,93
2020-04-25,8,CHIHUAHUA,CH,3801487,247455,15,474,220,3800793,120,100
2020-04-26,8,CHIHUAHUA,CH,3801487,247455,15,487,240,3800760,135,105
2020-04-27,8,CHIHUAHUA,CH,3801487,247455,15,516,258,3800713,147,111
2020-04-28,8,CHIHUAHUA,CH,3801487,247455,15,548,272,3800667,157,115
2020-04-29,8,CHIHUAHUA,CH,3801487,247455,15,561,301,3800625,179,122
2020-04-30,8,CHIHUAHUA,CH,3801487,247455,15,575,335,3800577,205,130
2020-05-01,8,CHIHUAHUA,CH,3801487,247455,15,599,374,3800514,232,142
2020-05-02,8,CHIHUAHUA,CH,3801487,247455,15,614,409,3800464,261,148
2020-05-03,8,CHIHUAHUA,CH,3801487,247455,15,623,445,3800419,288,157
2020-05-04,8,CHIHUAHUA,CH,3801487,247455,15,618,497,3800372,329,168
2020-05-05,8,CHIHUAHUA,CH,3801487,247455,15,630,526,3800331,354,172
2020-05-06,8,CHIHUAHUA,CH,3801487,247455,15,621,574,3800292,392,182
2020-05-07,8,CHIHUAHUA,CH,3801487,247455,15,623,621,3800243,423,198
2020-05-08,8,CHIHUAHUA,CH,3801487,247455,15,616,677,3800194,468,209
2020-05-09,8,CHIHUAHUA,CH,3801487,247455,15,601,733,3800153,514,219
2020-05-10,8,CHIHUAHUA,CH,3801487,247455,15,618,771,3800098,542,229
2020-05-11,8,CHIHUAHUA,CH,3801487,247455,15,628,813,3800046,576,237
2020-05-12,8,CHIHUAHUA,CH,3801487,247455,15,617,856,3800014,611,245
2020-05-13,8,CHIHUAHUA,CH,3801487,247455,15,617,903,3799967,645,258
2020-05-14,8,CHIHUAHUA,CH,3801487,247455,15,609,954,3799924,684,270
2020-05-15,8,CHIHUAHUA,CH,3801487,247455,15,601,1008,3799878,730,278
2020-05-16,8,CHIHUAHUA,CH,3801487,247455,15,606,1049,3799832,767,282
2020-05-17,8,CHIHUAHUA,CH,3801487,247455,15,605,1090,3799792,801,289
2020-05-18,8,CHIHUAHUA,CH,3801487,247455,15,605,1140,3799742,839,301
2020-05-19,8,CHIHUAHUA,CH,3801487,247455,15,603,1185,3799699,871,314
2020-05-20,8,CHIHUAHUA,CH,3801487,247455,15,612,1228,3799647,906,322
2020-05-21,8,CHIHUAHUA,CH,3801487,247455,15,617,1267,3799603,943,324
2020-05-22,8,CHIHUAHUA,CH,3801487,247455,15,607,1315,3799565,981,334
2020-05-23,8,CHIHUAHUA,CH,3801487,247455,15,596,1360,3799531,1014,346
2020-05-24,8,CHIHUAHUA,CH,3801487,247455,15,584,1407,3799496,1058,349
2020-05-25,8,CHIHUAHUA,CH,3801487,247455,15,580,1453,3799454,1096,357
2020-05-26,8,CHIHUAHUA,CH,3801487,247455,15,572,1492,3799423,1123,369
2020-05-27,8,CHIHUAHUA,CH,3801487,247455,15,567,1535,3799385,1160,375
2020-05-28,8,CHIHUAHUA,CH,3801487,247455,15,566,1577,3799344,1191,386
2020-05-29,8,CHIHUAHUA,CH,3801487,247455,15,556,1630,3799301,1234,396
2020-05-30,8,CHIHUAHUA,CH,3801487,247455,15,551,1664,3799272,1262,402
2020-05-31,8,CHIHUAHUA,CH,3801487,247455,15,549,1701,3799237,1294,407
2020-06-01,8,CHIHUAHUA,CH,3801487,247455,15,538,1750,3799199,1333,417
2020-06-02,8,CHIHUAHUA,CH,3801487,247455,15,518,1794,3799175,1366,428
2020-06-03,8,CHIHUAHUA,CH,3801487,247455,15,496,1845,3799146,1409,436
2020-06-04,8,CHIHUAHUA,CH,3801487,247455,15,479,1885,3799123,1445,440
2020-06-05,8,CHIHUAHUA,CH,3801487,247455,15,470,1924,3799093,1476,448
2020-06-06,8,CHIHUAHUA,CH,3801487,247455,15,471,1962,3799054,1500,462
2020-06-07,8,CHIHUAHUA,CH,3801487,247455,15,457,2005,3799025,1530,475
2020-06-08,8,CHIHUAHUA,CH,3801487,247455,15,441,2052,3798994,1563,489
2020-06-09,8,CHIHUAHUA,CH,3801487,247455,15,435,2088,3798964,1591,497
2020-06-10,8,CHIHUAHUA,CH,3801487,247455,15,426,2125,3798936,1620,505
2020-06-11,8,CHIHUAHUA,CH,3801487,247455,15,407,2167,3798913,1652,515
2020-06-12,8,CHIHUAHUA,CH,3801487,247455,15,388,2209,3798890,1687,522
2020-06-13,8,CHIHUAHUA,CH,3801487,247455,15,380,2236,3798871,1708,528
2020-06-14,8,CHIHUAHUA,CH,3801487,247455,15,362,2272,3798853,1734,538
2020-06-15,8,CHIHUAHUA,CH,3801487,247455,15,338,2313,3798836,1765,548
2020-06-16,8,CHIHUAHUA,CH,3801487,247455,15,318,2344,3798825,1786,558
2020-06-17,8,CHIHUAHUA,CH,3801487,247455,15,292,2371,3798824,1806,565
2020-06-18,8,CHIHUAHUA,CH,3801487,247455,15,272,2393,3798822,1825,568
2020-06-19,8,CHIHUAHUA,CH,3801487,247455,15,241,2424,3798822,1853,571
2020-06-20,8,CHIHUAHUA,CH,3801487,247455,15,203,2462,3798822,1886,576
2020-06-21,8,CHIHUAHUA,CH,3801487,247455,15,182,2483,3798822,1906,577
2020-06-22,8,CHIHUAHUA,CH,3801487,247455,15,154,2511,3798822,1933,578
2020-06-23,8,CHIHUAHUA,CH,3801487,247455,15,129,2536,3798822,1958,578
2020-02-22,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,1,0,9018644,0,0
2020-02-23,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,2,0,9018643,0,0
2020-02-24,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,2,0,9018643,0,0
2020-02-25,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,2,0,9018643,0,0
2020-02-26,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,2,0,9018643,0,0
2020-02-27,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,3,0,9018642,0,0
2020-02-28,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,5,0,9018640,0,0
2020-02-29,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,6,0,9018639,0,0
2020-03-01,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,8,0,9018637,0,0
2020-03-02,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,13,0,9018632,0,0
2020-03-03,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,15,0,9018630,0,0
2020-03-04,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,18,0,9018627,0,0
2020-03-05,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,20,0,9018625,0,0
2020-03-06,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,26,0,9018619,0,0
2020-03-07,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,34,1,9018610,1,0
2020-03-08,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,38,2,9018605,2,0
2020-03-09,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,57,2,9018586,2,0
2020-03-10,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,79,2,9018564,2,0
2020-03-11,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,98,2,9018545,2,0
2020-03-12,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,113,2,9018530,2,0
2020-03-13,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,143,4,9018498,4,0
2020-03-14,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,175,5,9018465,5,0
2020-03-15,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,208,7,9018430,7,0
2020-03-16,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,245,12,9018388,12,0
2020-03-17,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,267,13,9018365,13,0
2020-03-18,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,289,16,9018340,16,0
2020-03-19,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,320,18,9018307,18,0
2020-03-20,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,368,23,9018254,23,0
2020-03-21,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,379,32,9018234,32,0
2020-03-22,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,402,38,9018205,37,1
2020-03-23,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,431,57,9018157,55,2
2020-03-24,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,454,79,9018112,77,2
2020-03-25,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,481,99,9018065,96,3
2020-03-26,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,544,117,9017984,111,6
2020-03-27,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,566,152,9017927,143,9
2020-03-28,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,594,185,9017866,175,10
2020-03-29,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,612,219,9017814,207,12
2020-03-30,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,675,259,9017711,243,16
2020-03-31,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,721,286,9017638,263,23
2020-04-01,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,819,312,9017514,284,28
2020-04-02,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,894,344,9017407,311,33
2020-04-03,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,951,390,9017304,350,40
2020-04-04,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,1050,411,9017184,365,46
2020-04-05,9,CIUDAD DE MÉXICO,DF,9018645,1495,6033,1151,438,9017056,388,50
