"","time","country","reported_cases","reported_cases_c","predicted_cases_c","predicted_min_c","predicted_max_c","predicted_cases","predicted_min","predicted_max","predicted_min2","predicted_max2","deaths","deaths_c","estimated_deaths_c","death_min_c","death_max_c","estimated_deaths","death_min","death_max","death_min2","death_max2","rt","rt_min","rt_max","rt_min2","rt_max2"
"3",2020-04-02,"SP",3,11,79.1205266732364,24.7359150557804,148.505826808659,26.3735088910788,8.24530501859345,49.501942269553,17.9136618853393,34.1962063504725,0,0,5.5653898691623e-05,1.71785451368043e-05,0.000106525954929145,5.56538986652495e-05,1.7178545128559e-05,0.000106525954879643,3.77269018744015e-05,6.95977083934787e-05,1.29945405568559,0.987500338698286,1.87770438982651,1.11212558976175,1.42186538076417
"4",2020-04-03,"SP",4,15,105.494035564315,32.9812200743738,198.007769078212,26.3735088910788,8.24530501859345,49.501942269553,17.9136618853393,34.1962063504725,0,0,0.00033392339201787,0.000103071270779599,0.000639155729327363,0.000278269493326247,8.58927256427951e-05,0.000532629774398217,0.000188634509372007,0.000347988541967393,1.20006554077401,0.9227622417844,1.63536575677705,1.07860839671656,1.29386808365277
"5",2020-04-04,"SP",3,18,131.867544455394,41.2265250929673,247.509711347765,26.3735088910788,8.24530501859345,49.501942269553,17.9136618853393,34.1962063504725,0,0,0.00137526967370987,0.000424500937407304,0.00263237470729758,0.001041346281692,0.000321429666627704,0.00199321897797022,0.000705912252849912,0.00130225045482909,1.20207209007757,0.700092407304043,1.83764672092469,1.03365500126203,1.34123053662972
"6",2020-04-05,"SP",0,18,158.241053346473,49.4718301115607,297.011653617318,26.3735088910788,8.24530501859345,49.501942269553,17.9136618853393,34.1962063504725,0,0,0.00426308863778448,0.00131587655685587,0.00815988814383019,0.00288781896407461,0.000891375619448563,0.00552751343653261,0.00195760701948283,0.0036113477577505,1.13876415687658,0.562256891201973,1.83855982973078,1.01958228824211,1.25179467491377
"7",2020-04-06,"SP",1,19,177.018902984779,58.6828582462239,328.517022762667,18.7778496383065,9.21102813466322,31.5053691453487,15.2357097341279,21.6872909858498,1,1,0.0110701788211963,0.00341700349880229,0.0211891960473315,0.00680709018341185,0.00210112694194642,0.0130293079035013,0.0046144192870379,0.00851257304439348,1.45801860256805,1.01210467892252,2.47252843331719,1.15367147767211,1.67648177299066
"8",2020-04-07,"SP",0,19,200.363318214075,70.3482103673054,368.109429739001,23.3444152292959,11.6653521210815,39.5924069763347,18.6297086876978,26.9812992852687,0,1,0.0244246409942489,0.00753909083876185,0.0467506907315624,0.0133544621730525,0.00412208733995956,0.0255614946842309,0.00905277969866193,0.0167003567829507,1.57599949541826,1.01193105297333,2.9035983909383,1.17507121295372,1.82399088981356
"9",2020-04-08,"SP",2,21,226.276621390816,83.7212961253578,409.18721264661,25.9133031767407,13.3730857580523,41.0777829076089,20.7284723431159,29.385763491444,0,1,0.0480517135047416,0.0148391265731276,0.0919579333328195,0.0236270725104928,0.0073000357343658,0.0452072426012571,0.0160186159791011,0.0295395601011563,1.58517291261746,0.998696555103951,3.12626682876768,1.1556232847661,1.81047543778541
"10",2020-04-09,"SP",2,23,253.439510225105,99.1429930520112,451.70903588784,27.1628888342896,15.4216969266534,42.5218232412298,21.7580515225659,31.3008821769088,0,1,0.0863878143771536,0.0267101405535597,0.16524372189717,0.038336100872412,0.0118710139804321,0.0732857885643508,0.0260025212276605,0.047901907070396,1.53320191228176,0.943208620500844,2.76818316302237,1.14597395655032,1.73195989409331
"11",2020-04-10,"SP",2,25,280.570954351077,114.76945659185,496.726059134981,27.1314441259716,15.6264635398389,45.0170232471406,22.2405850560703,31.2659053593549,0,1,0.144268222322877,0.0447211845874482,0.275670186609104,0.0578804079457236,0.0180110440338885,0.110426464711934,0.0393237694000243,0.0722281563799842,1.42938184110941,0.749520953252487,2.46783255835363,1.12356290537059,1.66984468675482
"12",2020-04-11,"SP",1,26,307.44180711267,129.123845578221,540.689480100436,26.8708527615927,14.354388986371,43.9634209654549,21.8940010246484,30.9730139454684,0,1,0.226812164942212,0.0706210036397337,0.432615212810484,0.0825439426193352,0.0258998190522855,0.15694502620138,0.056225609924475,0.102864728950316,1.29248002354901,0.872228363594209,1.92148183259171,1.10903042197698,1.43194556443321
"13",2020-04-12,"SP",1,27,334.381977385468,136.970775068015,592.822384201913,26.9401702727981,7.84692948979365,52.1329041014774,20.5068950473944,32.0093844213653,0,1,0.339374588062963,0.106401904457048,0.645507710645923,0.112562423120751,0.0357809008173139,0.21289249783544,0.0768230604381083,0.139973139787518,1.21428941306459,0.455805700074654,2.26620886364314,1.03042361925489,1.37998215062139
