"","time","country","reported_cases","reported_cases_c","predicted_cases_c","predicted_min_c","predicted_max_c","predicted_cases","predicted_min","predicted_max","predicted_min2","predicted_max2","deaths","deaths_c","estimated_deaths_c","death_min_c","death_max_c","estimated_deaths","death_min","death_max","death_min2","death_max2","rt","rt_min","rt_max","rt_min2","rt_max2"
"9",2020-03-30,"TL",4,22,198.165157931456,85.8410868541011,341.964426444561,17.6322030320248,8.10173881655471,28.7346565742779,13.8740625876252,21.1551016370521,0,0,0.133449779236621,0.0655224556862221,0.232547618054279,0.0655933321078681,0.0321996165534216,0.114309858286851,0.0495640681253185,0.0775478621673978,1.09646240055082,0.448897872564174,2.05046552929127,0.798671698209111,1.32857414078907
"10",2020-03-31,"TL",3,25,221.32288111746,100.187984734055,373.996978305567,23.1577231860039,14.3468978799536,32.0325518610059,20.0738015058076,25.9968399572882,0,0,0.23969083358884,0.117634094352177,0.417763581225812,0.106241054352219,0.0521116386659552,0.185215963171533,0.0802306638373532,0.125497994448014,1.39725309640447,0.831204832178297,2.13128731641123,1.12919279935403,1.6067633572279
"11",2020-04-01,"TL",5,30,242.776626159159,111.764297401093,406.488598250323,21.4537450416991,11.5763126670379,32.4916199447564,18.0070395019739,24.7455730303015,0,0,0.399496422634353,0.195885579461347,0.696558231905405,0.159805589045514,0.0782514851091702,0.278794650679592,0.120559635768631,0.188436463003135,1.2860090912382,0.67570327099943,2.12401461608036,1.01419386063763,1.47952108056963
"12",2020-04-02,"TL",5,35,265.256384087746,125.597098427266,438.358177783397,22.4797579285871,13.8328010261739,31.8695795330733,19.2217845966051,25.3408567041113,0,0,0.626001637931094,0.306513848275603,1.09213272599373,0.22650521529674,0.110628268814256,0.395574494088328,0.170609260546908,0.26633597122049,1.28734259331706,0.932673730792668,1.74343144230073,1.14710578697713,1.42455409068453
"13",2020-04-03,"TL",4,39,288.250378736725,139.49480661405,472.360646371144,22.9939946489793,13.8977081867833,34.002468587748,19.5194808619244,26.1609552129161,0,0,0.932098760448209,0.45547064038119,1.62739713682085,0.306097122517115,0.148956792105587,0.535264410827117,0.230811230506896,0.359299607221711,1.27227766605374,0.96986919282293,1.62281651384435,1.15426446743671,1.3782533940537
"14",2020-04-04,"TL",8,47,309.792908658834,150.276607907211,506.735198450001,21.5425299221085,10.7818012931611,34.3745520788566,17.2322362829429,25.2826486312916,0,0,1.32830398513849,0.647559236271478,2.32095632840778,0.396205224690283,0.192088595890287,0.693559191586935,0.301092731965335,0.464172291094874,1.13660113808572,0.878121271946422,1.49112458309736,0.984491788594359,1.27422286926567
"15",2020-04-05,"TL",1,48,331.627387089682,158.389820339769,547.156611394842,21.8344784308483,8.1132124325585,40.4214129448412,16.1366033583797,26.8487532014644,0,0,1.82501859720697,0.887505071995787,3.19072641434619,0.496714612068475,0.239945835724309,0.869770085938404,0.379019706575322,0.580658515831223,1.10653977441946,0.596838023451229,1.77376700749745,0.91544317727494,1.28947153999954
"16",2020-04-06,"TL",2,50,358.201404765237,173.45076276086,586.88921062689,26.5740176755557,15.0609424210904,39.7325992320472,22.473489222464,30.7981883925856,0,0,2.43012672164046,1.17896692932308,4.24972181561264,0.605108124433497,0.291461857327289,1.05899540126645,0.460586789067027,0.705739235618842,1.36741442481965,0.804211511586377,2.13264079206692,1.10068066606385,1.55580398716676
"17",2020-04-07,"TL",6,56,386.261244699184,190.513312891673,627.664475233483,28.0598399339463,17.0625501308131,40.7752646065939,24.4879527044206,31.9734795283354,0,0,3.15044046619314,1.52610992489483,5.5084685994894,0.720313744552678,0.347142995571753,1.25874678387676,0.553162004189808,0.839460302317559,1.41153994051703,0.846430991123604,2.18989244856781,1.16606197404495,1.60442285522997
"18",2020-04-08,"TL",9,65,415.342160224856,208.425919300724,667.707650828013,29.080915525672,17.9126064090515,40.0431755945293,25.5918499027396,32.2007573385053,1,1,3.98878866174475,1.93684724402106,6.9673479364728,0.838348195551613,0.410737319126227,1.4588793369834,0.646677761007866,0.972239972409337,1.40865429846746,0.940812387813148,2.06984380510306,1.21162546079803,1.5906065429497
"19",2020-04-09,"TL",2,67,442.528602980266,221.955546795338,710.496972811869,27.1864427554104,13.5296274946134,42.7893219838565,21.9125638396179,32.0664722885871,0,1,4.94789521482723,2.4153254585003,8.60938318555557,0.959106553082475,0.478478214479242,1.64203524908277,0.73984610295292,1.11451825486934,1.25882167447974,0.644019022395388,2.17567903705813,1.01480397159648,1.4326324233977
"20",2020-04-10,"TL",12,79,467.051493549283,231.116067499461,751.175140347757,24.5228905690168,9.16052070412319,40.6781675358882,17.3670176654549,31.6050335813985,0,1,6.02993852205452,2.96548101566763,10.4313964475075,1.08204330722729,0.550155557167337,1.82201326195192,0.847693494747831,1.25559680241638,1.08465297576031,0.400175727034722,1.84590654228533,0.759258616663311,1.35100926980065
"21",2020-04-11,"TL",1,80,496.065033541757,247.567981450956,793.089265138421,29.0135399924736,16.4519139514946,41.9141247906632,25.1720797440405,32.8566979899209,0,1,7.23359511000062,3.59054839773063,12.4226361085617,1.20365658794609,0.625067382062997,1.99123966105423,0.952834524753188,1.39019908390378,1.22741340839025,0.922999488341574,1.65652753667188,1.1019180258923,1.32956277924906
"22",2020-04-12,"TL",2,82,529.479002066549,260.782684829841,854.491489859033,33.4139685247925,13.2147033788858,61.4022247206128,24.1058982921489,41.0752449706673,3,4,8.5590557345189,4.28670321093367,14.5759997472869,1.32546062451829,0.696154813203039,2.15336363872522,1.05847556899,1.51688668708234,1.41087513299702,0.585736817191339,2.56185770893992,1.01400078246129,1.79153609331627
"23",2020-04-13,"TL",7,89,562.126816943011,281.431674628761,902.095977870524,32.647814876462,20.6489897989194,47.6044880114904,28.4304954801197,36.6433588309098,0,4,10.0041348010284,5.05275939850979,16.878975742563,1.44507906650952,0.766056187576125,2.30297599527603,1.16236884742234,1.64615743356533,1.30290394814897,1.02760567829801,1.63845793294746,1.19266953927097,1.38835478082447
"24",2020-04-14,"TL",12,101,601.217980279062,304.719712943933,959.691637685914,39.0911633360513,23.2880383151719,57.5956598153897,33.0665129594438,44.7848799475371,1,5,11.5695317124034,5.89346445383524,19.3267172057567,1.56539691137494,0.840705055325444,2.44774146319378,1.26629168792158,1.77284665040765,1.51220812451756,1.01584020413042,2.16010327422226,1.34195503920176,1.68356160442997
"25",2020-04-15,"TL",9,110,634.836443165697,325.656220404074,1008.93772771556,33.6184628866348,20.9365074601411,49.2460900296438,28.9819496810176,37.8504176237134,0,5,13.2514782111019,6.805426712581,21.9277282726623,1.68194649869856,0.911962258745762,2.60101106690558,1.37796590856159,1.89381597882642,1.24003688807987,0.895893633724072,1.64300946579774,1.11399549300945,1.33265938994223
"26",2020-04-16,"TL",10,120,668.162117014805,347.243026402635,1056.14278571239,33.325673849108,21.5868059985612,47.2050579968319,29.2351207787945,37.2085556404384,0,5,15.0491139290979,7.8041930163121,24.6775001452527,1.79763571799597,0.998766303731104,2.74977187259035,1.4803632874315,2.01563017482805,1.17151238260502,0.912760556712303,1.41340066638408,1.08344055896827,1.23981515838453
"27",2020-04-17,"TL",7,127,699.806628697347,364.36386564091,1106.19826821384,31.6445116825418,17.1208392382753,50.0554825014547,25.8561102239489,36.095383049144,1,6,16.9600377167852,8.89668612300366,27.5662003765361,1.91092378768731,1.09249310669156,2.88870023128341,1.59135176619689,2.13836231158384,1.06261998235071,0.670077462604605,1.47230709144325,0.941658113601911,1.17535008219162
